photo.code,str.code,lado,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,digitador
DSCN9766,93,4,Playa Pelonas,,arana,,,2,2022,feb-23,112.670,4,0,0,0,0,,Tania
DSCN9767,93,5,Playa Pelonas,,arana,,,2,2022,feb-23,65.672,3,0,0,1,0,,Tania
DSCN9768,93,6,Playa Pelonas,,arana,,,2,2022,feb-23,112.417,5,0,0,1,0,,Tania
DSCN9769,93,7,Playa Pelonas,,arana,,,2,2022,feb-23,318.799,17,0,0,0,0,,Tania
DSCN9772,94,1,Playa Pelonas,,arana,,,2,2022,feb-23,42.066,2,0,0,0,0,,Tania
DSCN9773,94,2,Playa Pelonas,,arana,,,2,2022,feb-23,106.320,5,0,0,0,0,,Tania
DSCN9774,94,3,Playa Pelonas,,arana,,,2,2022,feb-23,46.130,2,0,0,0,0,,Tania
DSCN9775,94,4,Playa Pelonas,,arana,,,2,2022,feb-23,50.786,3,0,0,0,0,,Tania
DSCN9776,94,5,Playa Pelonas,,arana,,,2,2022,feb-23,25.090,3,0,0,0,0,,Tania
DSCN9777,94,6,Playa Pelonas,,arana,,,2,2022,feb-23,23.080,2,0,0,0,0,,Tania
DSCN9778,94,7,Playa Pelonas,,arana,,,2,2022,feb-23,169.365,6,0,0,1,0,,Tania
DSCN8394,91,1,Playa Pelonas,,arana,,,3,2022,mar-22,48.302,3,0,0,1,0,,Tania
DSCN8395,91,2,Playa Pelonas,,arana,,,3,2022,mar-22,35.812,3,0,0,0,0,,Tania
DSCN8396,91,3,Playa Pelonas,,arana,,,3,2022,mar-22,72.851,4,0,0,0,1,,Tania
DSCN8397,91,4,Playa Pelonas,,arana,,,3,2022,mar-22,52.628,4,0,0,0,0,Repetido con DSCN8420,Tania
DSCN8398,91,5,Playa Pelonas,,arana,,,3,2022,mar-22,34.428,4,0,0,0,0,,Tania
DSCN8399,91,6,Playa Pelonas,,arana,,,3,2022,mar-22,14.942,2,0,0,1,0,,Tania
DSCN8400,91,7,Playa Pelonas,,arana,,,3,2022,mar-22,278.436,12,0,0,1,0,,Tania
DSCN8416,92,1,Playa Pelonas,,arana,,,3,2022,mar-22,129.583,9,0,0,0,0,,Tania
DSCN8417,92,2,Playa Pelonas,,arana,,,3,2022,mar-22,101.465,6,0,0,0,0,,Tania
DSCN8418,92,3,Playa Pelonas,,arana,,,3,2022,mar-22,137.331,9,0,0,0,0,,Tania
DSCN8419,92,4,Playa Pelonas,,arana,,,3,2022,mar-22,93.176,6,0,0,0,0,,Tania
DSCN8421,92,5,Playa Pelonas,,arana,,,3,2022,mar-22,109.389,7,0,0,0,0,,Tania
DSCN8422,92,6,Playa Pelonas,,arana,,,3,2022,mar-22,119.696,9,0,0,0,0,,Tania
DSCN8423,92,7,Playa Pelonas,,arana,,,3,2022,mar-22,318.697,11,0,0,0,0,,Tania
DSCN8386,93,1,Playa Pelonas,,arana,,,3,2022,mar-22,57.346,6,0,0,0,0,,Tania
DSCN8387,93,2,Playa Pelonas,,arana,,,3,2022,mar-22,59.303,4,0,0,0,0,,Tania
DSCN8388,93,3,Playa Pelonas,,arana,,,3,2022,mar-22,43.969,4,0,0,0,0,,Tania
DSCN8389,93,4,Playa Pelonas,,arana,,,3,2022,mar-22,36.123,3,0,0,0,0,,Tania
DSCN8390,93,5,Playa Pelonas,,arana,,,3,2022,mar-22,49.074,3,0,0,0,0,,Tania
DSCN8391,93,6,Playa Pelonas,,arana,,,3,2022,mar-22,47.149,3,0,0,0,0,,Tania
DSCN8392,93,7,Playa Pelonas,,arana,,,3,2022,mar-22,157.442,14,0,0,0,0,,Tania
DSCN8425,94,1,Playa Pelonas,,arana,,,3,2022,mar-22,19.656,2,0,0,0,0,,Tania
DSCN8426,94,2,Playa Pelonas,,arana,,,3,2022,mar-22,31.583,5,0,0,0,0,,Tania
DSCN8427,94,3,Playa Pelonas,,arana,,,3,2022,mar-22,38.214,4,0,0,1,0,,Tania
DSCN8428,94,4,Playa Pelonas,,arana,,,3,2022,mar-22,31.769,3,0,0,0,0,,Tania
DSCN8429,94,5,Playa Pelonas,,arana,,,3,2022,mar-22,34.650,3,0,0,0,0,,Tania
DSCN8430,94,6,Playa Pelonas,,arana,,,3,2022,mar-22,35.342,3,0,0,0,0,,Tania
DSCN8431,94,7,Playa Pelonas,,arana,,,3,2022,mar-22,110.602,5,0,0,0,0,,Tania
DSCN9171,91,1,Playa Pelonas,,arana,,,4,2022,abr-22,39.017,3,1,0,0,0,,Tania
DSCN9172,91,2,Playa Pelonas,,arana,,,4,2022,abr-22,20.638,2,0,0,0,0,,Tania
DSCN9173,91,3,Playa Pelonas,,arana,,,4,2022,abr-22,30.872,3,0,0,0,0,,Tania
DSCN9174,91,4,Playa Pelonas,,arana,,,4,2022,abr-22,63.968,5,0,0,0,0,,Tania
DSCN9175,91,5,Playa Pelonas,,arana,,,4,2022,abr-22,19.704,2,0,0,0,0,,Tania
DSCN9176,91,6,Playa Pelonas,,arana,,,4,2022,abr-22,13.064,2,0,0,0,0,,Tania
DSCN9177,91,7,Playa Pelonas,,arana,,,4,2022,abr-22,311.669,9,0,0,0,0,,Tania
DSCN9152,92,1,Playa Pelonas,,arana,,,4,2022,abr-22,111.586,6,0,0,0,0,,Tania
DSCN9153,92,2,Playa Pelonas,,arana,,,4,2022,abr-22,128.853,10,0,0,0,0,,Tania
DSCN9154,92,3,Playa Pelonas,,arana,,,4,2022,abr-22,103.487,5,0,1,0,0,,Tania
DSCN9155,92,4,Playa Pelonas,,arana,,,4,2022,abr-22,115.394,6,0,0,0,0,,Tania
DSCN9156,92,5,Playa Pelonas,,arana,,,4,2022,abr-22,152.233,9,0,0,0,0,,Tania
DSCN9157,92,6,Playa Pelonas,,arana,,,4,2022,abr-22,60.048,4,0,0,0,0,,Tania
DSCN9158,92,7,Playa Pelonas,,arana,,,4,2022,abr-22,527.757,16,0,1,0,0,,Tania
DSCN9179,93,1,Playa Pelonas,,arana,,,4,2022,abr-22,44.922,4,0,0,0,0,,Tania
DSCN9180,93,2,Playa Pelonas,,arana,,,4,2022,abr-22,71.417,3,0,0,0,0,,Tania
DSCN9181,93,3,Playa Pelonas,,arana,,,4,2022,abr-22,80.848,4,0,0,0,0,,Tania
DSCN9182,93,4,Playa Pelonas,,arana,,,4,2022,abr-22,80.579,5,0,0,1,0,,Tania
DSCN9183,93,5,Playa Pelonas,,arana,,,4,2022,abr-22,60.731,5,0,0,0,0,,Tania
DSCN9184,93,6,Playa Pelonas,,arana,,,4,2022,abr-22,27.304,3,0,0,0,0,,Tania
DSCN9185,93,7,Playa Pelonas,,arana,,,4,2022,abr-22,333.331,18,0,0,0,0,,Tania
DSCN9160,94,1,Playa Pelonas,,arana,,,4,2022,abr-22,33.518,2,0,0,0,0,,Tania
DSCN9161,94,2,Playa Pelonas,,arana,,,4,2022,abr-22,18.996,2,0,0,0,0,,Tania
DSCN9162,94,3,Playa Pelonas,,arana,,,4,2022,abr-22,38.289,3,0,0,0,0,,Tania
DSCN9163,94,4,Playa Pelonas,,arana,,,4,2022,abr-22,42.526,3,0,0,0,0,,Tania
DSCN9164,94,5,Playa Pelonas,,arana,,,4,2022,abr-22,43.252,4,0,0,0,0,,Tania
DSCN9165,94,6,Playa Pelonas,,arana,,,4,2022,abr-22,19.359,3,0,0,0,0,,Tania
DSCN9166,94,7,Playa Pelonas,,arana,,,4,2022,abr-22,77.967,3,0,0,0,0,,Tania
DSCN9822,91,1,Playa Pelonas,,arana,,,5,2022,may-22,30.224,3,0,0,2,0,,Tania
DSCN9823,91,2,Playa Pelonas,,arana,,,5,2022,may-22,26.763,5,0,0,0,0,,Tania
DSCN9824,91,3,Playa Pelonas,,arana,,,5,2022,may-22,20.923,2,0,0,0,0,,Tania
DSCN9825,91,4,Playa Pelonas,,arana,,,5,2022,may-22,50.283,4,0,0,1,0,,Tania
DSCN9826,91,5,Playa Pelonas,,arana,,,5,2022,may-22,32.307,3,0,0,0,0,,Tania
DSCN9827,91,6,Playa Pelonas,,arana,,,5,2022,may-22,24.477,2,1,0,0,0,,Tania
DSCN9828,91,7,Playa Pelonas,,arana,,,5,2022,may-22,319.056,10,0,1,1,0,,Tania
DSCN9772,92,1,Playa Pelonas,,arana,,,5,2022,may-22,160.656,8,0,0,0,0,,Tania
DSCN9773,92,2,Playa Pelonas,,arana,,,5,2022,may-22,121.522,8,0,0,0,0,,Tania
DSCN9774,92,3,Playa Pelonas,,arana,,,5,2022,may-22,121.436,7,0,0,0,0,,Tania
DSCN9775,92,4,Playa Pelonas,,arana,,,5,2022,may-22,106.919,6,0,0,0,0,,Tania
DSCN9776,92,5,Playa Pelonas,,arana,,,5,2022,may-22,106.517,6,0,0,0,0,,Tania
DSCN9777,92,6,Playa Pelonas,,arana,,,5,2022,may-22,104.801,6,0,0,0,0,,Tania
DSCN9778,92,7,Playa Pelonas,,arana,,,5,2022,may-22,498.138,14,0,0,0,0,,Tania
DSCN9830,93,1,Playa Pelonas,,arana,,,5,2022,may-22,70.630,6,0,0,0,0,,Tania
DSCN9831,93,2,Playa Pelonas,,arana,,,5,2022,may-22,61.460,6,0,0,0,0,,Tania
DSCN9832,93,3,Playa Pelonas,,arana,,,5,2022,may-22,43.083,3,0,0,0,0,,Tania
DSCN9833,93,4,Playa Pelonas,,arana,,,5,2022,may-22,83.464,5,0,0,1,0,,Tania
DSCN9834,93,5,Playa Pelonas,,arana,,,5,2022,may-22,52.839,3,0,0,0,0,,Tania
DSCN9835,93,6,Playa Pelonas,,arana,,,5,2022,may-22,47.123,3,0,0,0,0,,Tania
DSCN9836,93,7,Playa Pelonas,,arana,,,5,2022,may-22,377.216,16,0,0,0,0,,Tania
DSCN9780,94,1,Playa Pelonas,,arana,,,5,2022,may-22,44.238,2,0,0,0,0,,Tania
DSCN9781,94,2,Playa Pelonas,,arana,,,5,2022,may-22,33.884,4,0,0,0,0,,Tania
DSCN9782,94,3,Playa Pelonas,,arana,,,5,2022,may-22,38.021,3,0,0,0,0,,Tania
DSCN9783,94,4,Playa Pelonas,,arana,,,5,2022,may-22,28.845,3,0,0,0,0,,Tania
DSCN9784,94,5,Playa Pelonas,,arana,,,5,2022,may-22,38.437,3,0,0,0,0,,Tania
DSCN9785,94,6,Playa Pelonas,,arana,,,5,2022,may-22,5.755,1,0,0,0,0,,Tania
DSCN9786,94,7,Playa Pelonas,,arana,,,5,2022,may-22,35.543,1,0,0,0,0,,Tania
DSCN0486,91,1,Playa Pelonas,,arana,,,6,2022,jun-22,43.710,3,0,0,3,0,,Tania
DSCN0487,91,2,Playa Pelonas,,arana,,,6,2022,jun-22,14.995,2,1,0,2,0,,Tania
DSCN0488,91,3,Playa Pelonas,,arana,,,6,2022,jun-22,39.024,3,0,0,0,0,,Tania
DSCN0489,91,4,Playa Pelonas,,arana,,,6,2022,jun-22,48.040,3,0,0,0,0,,Tania
DSCN0490,91,5,Playa Pelonas,,arana,,,6,2022,jun-22,19.694,1,0,0,0,0,,Tania
DSCN0491,91,6,Playa Pelonas,,arana,,,6,2022,jun-22,70.682,7,0,0,0,0,,Tania
DSCN0492,91,7,Playa Pelonas,,arana,,,6,2022,jun-22,461.159,9,0,0,0,0,,Tania
DSCN0461,92,1,Playa Pelonas,,arana,,,6,2022,jun-22,158.792,7,0,0,0,0,,Tania
DSCN0462,92,2,Playa Pelonas,,arana,,,6,2022,jun-22,154.561,6,0,0,0,0,,Tania
DSCN0463,92,3,Playa Pelonas,,arana,,,6,2022,jun-22,121.134,5,0,0,0,0,,Tania
DSCN0464,92,4,Playa Pelonas,,arana,,,6,2022,jun-22,120.916,6,0,0,0,0,,Tania
DSCN0465,92,5,Playa Pelonas,,arana,,,6,2022,jun-22,129.725,6,0,0,0,0,,Tania
DSCN0466,92,6,Playa Pelonas,,arana,,,6,2022,jun-22,100.947,5,0,0,0,0,,Tania
DSCN0467,92,7,Playa Pelonas,,arana,,,6,2022,jun-22,833.328,18,0,0,0,0,,Tania
DSCN0478,93,1,Playa Pelonas,,arana,,,6,2022,jun-22,46.858,4,0,0,1,0,,Tania
DSCN0479,93,2,Playa Pelonas,,arana,,,6,2022,jun-22,60.945,3,0,0,0,0,,Tania
DSCN0480,93,3,Playa Pelonas,,arana,,,6,2022,jun-22,64.820,3,0,0,0,0,,Tania
DSCN0481,93,4,Playa Pelonas,,arana,,,6,2022,jun-22,74.129,5,1,0,0,0,,Tania
DSCN0482,93,5,Playa Pelonas,,arana,,,6,2022,jun-22,43.770,4,0,0,0,0,,Tania
DSCN0483,93,6,Playa Pelonas,,arana,,,6,2022,jun-22,58.965,5,0,0,0,0,,Tania
DSCN0484,93,7,Playa Pelonas,,arana,,,6,2022,jun-22,311.711,14,0,0,0,0,,Tania
DSCN0469,94,1,Playa Pelonas,,arana,,,6,2022,jun-22,46.423,3,0,0,0,0,,Tania
DSCN0470,94,2,Playa Pelonas,,arana,,,6,2022,jun-22,18.635,2,0,0,0,0,,Tania
DSCN0471,94,3,Playa Pelonas,,arana,,,6,2022,jun-22,37.419,3,0,0,0,0,,Tania
DSCN0472,94,4,Playa Pelonas,,arana,,,6,2022,jun-22,26.387,3,1,0,1,0,,Tania
DSCN0473,94,5,Playa Pelonas,,arana,,,6,2022,jun-22,42.924,3,0,1,0,0,,Tania
DSCN0474,94,6,Playa Pelonas,,arana,,,6,2022,jun-22,14.825,2,0,1,0,0,,Tania
DSCN0475,94,7,Playa Pelonas,,arana,,,6,2022,jun-22,34.068,1,0,0,0,0,tiene foto repetida con la DSCN0476,Tania
DSCN0869,91,1,Playa Pelonas,,arana,,,7,2022,jul-22,47.802,3,0,0,1,0,,Tania
DSCN0870,91,2,Playa Pelonas,,arana,,,7,2022,jul-22,22.437,2,0,0,1,0,,Tania
DSCN0871,91,3,Playa Pelonas,,arana,,,7,2022,jul-22,42.599,3,0,0,0,0,,Tania
DSCN0872,91,4,Playa Pelonas,,arana,,,7,2022,jul-22,44.287,2,0,0,1,0,,Tania
DSCN0873,91,5,Playa Pelonas,,arana,,,7,2022,jul-22,26.480,1,0,0,0,0,,Tania
DSCN0877,91,6,Playa Pelonas,,arana,,,7,2022,jul-22,23.744,5,0,3,0,0,,Tania
DSCN0878,91,7,Playa Pelonas,,arana,,,7,2022,jul-22,635.698,12,0,1,0,0,,Tania
DSCN0906,92,1,Playa Pelonas,,arana,,,7,2022,jul-22,169.849,8,0,0,0,0,,Tania
DSCN0907,92,2,Playa Pelonas,,arana,,,7,2022,jul-22,174.205,5,0,0,0,0,Pez en la foto,Tania
DSCN0908,92,3,Playa Pelonas,,arana,,,7,2022,jul-22,150.170,5,0,0,0,0,,Tania
DSCN0909,92,4,Playa Pelonas,,arana,,,7,2022,jul-22,89.177,4,0,0,0,0,Foto borrosa,Tania
DSCN0910,92,5,Playa Pelonas,,arana,,,7,2022,jul-22,121.878,7,0,1,0,0,"Foto muy lejos, pez en la foto",Tania
DSCN0911,92,6,Playa Pelonas,,arana,,,7,2022,jul-22,77.959,6,0,1,0,0,Foto muy lejos,Tania
DSCN0912,92,7,Playa Pelonas,,arana,,,7,2022,jul-22,910.272,15,0,0,0,0,,Tania
DSCN0880,93,1,Playa Pelonas,,arana,,,7,2022,jul-22,74.400,7,0,0,1,0,,Tania
DSCN0881,93,2,Playa Pelonas,,arana,,,7,2022,jul-22,86.795,3,1,0,0,0,,Tania
DSCN0882,93,3,Playa Pelonas,,arana,,,7,2022,jul-22,97.749,4,0,0,0,0,,Tania
DSCN0883,93,4,Playa Pelonas,,arana,,,7,2022,jul-22,43.172,4,0,0,0,0,,Tania
DSCN0884,93,5,Playa Pelonas,,arana,,,7,2022,jul-22,100.380,4,0,0,1,0,,Tania
DSCN0885,93,6,Playa Pelonas,,arana,,,7,2022,jul-22,77.731,4,1,0,0,0,,Tania
DSCN0886,93,7,Playa Pelonas,,arana,,,7,2022,jul-22,557.178,15,1,0,0,0,,Tania
DSCN0914,94,1,Playa Pelonas,,arana,,,7,2022,jul-22,43.202,3,0,0,0,0,Es la misma que la DSCN0920,Tania
DSCN0915,94,2,Playa Pelonas,,arana,,,7,2022,jul-22,44.276,3,0,0,0,0,"Revisar crecimiento abajo, no sé que es",Tania
DSCN0916,94,3,Playa Pelonas,,arana,,,7,2022,jul-22,60.875,2,0,0,0,0,,Tania
DSCN0917,94,4,Playa Pelonas,,arana,,,7,2022,jul-22,38.974,3,1,0,0,0,Imagen confusa,Tania
DSCN0918,94,5,Playa Pelonas,,arana,,,7,2022,jul-22,59.543,3,0,0,0,0,,Tania
DSCN0919,94,6,Playa Pelonas,,arana,,,7,2022,jul-22,41.996,4,0,0,0,0,,Tania
DSCN0921,94,7,Playa Pelonas,,arana,,,7,2022,jul-22,261.768,7,0,0,2,0,,Tania
DSCN1649,91,1,Playa Pelonas,,arana,,,8,2022,ago-22,62.393,3,0,0,2,0,,Tania
DSCN1650,91,2,Playa Pelonas,,arana,,,8,2022,ago-22,21.478,3,0,0,0,0,,Tania
DSCN1651,91,3,Playa Pelonas,,arana,,,8,2022,ago-22,34.370,3,0,0,0,0,,Tania
DSCN1652,91,4,Playa Pelonas,,arana,,,8,2022,ago-22,67.919,3,0,0,0,0,,Tania
DSCN1653,91,5,Playa Pelonas,,arana,,,8,2022,ago-22,35.277,1,0,0,1,0,,Tania
DSCN1654,91,6,Playa Pelonas,,arana,,,8,2022,ago-22,36.728,4,0,0,0,0,,Tania
DSCN1655,91,7,Playa Pelonas,,arana,,,8,2022,ago-22,803.446,11,0,2,0,0,,Tania
DSCN1667,92,1,Playa Pelonas,,arana,,,8,2022,ago-22,252.206,7,0,0,0,0,,Tania
DSCN1668,92,2,Playa Pelonas,,arana,,,8,2022,ago-22,210.847,6,0,0,0,0,,Tania
DSCN1669,92,3,Playa Pelonas,,arana,,,8,2022,ago-22,166.270,5,0,0,0,0,,Tania
DSCN1670,92,4,Playa Pelonas,,arana,,,8,2022,ago-22,64.237,4,0,0,0,0,,Tania
DSCN1671,92,5,Playa Pelonas,,arana,,,8,2022,ago-22,347.640,8,0,0,0,0,,Tania
DSCN1672,92,6,Playa Pelonas,,arana,,,8,2022,ago-22,182.421,3,0,0,0,0,,Tania
DSCN1673,92,7,Playa Pelonas,,arana,,,8,2022,ago-22,1070.375,15,0,0,0,0,,Tania
DSCN1640,93,1,Playa Pelonas,,arana,,,8,2022,ago-22,152.249,6,0,0,1,0,,Tania
DSCN1641,93,2,Playa Pelonas,,arana,,,8,2022,ago-22,177.173,4,0,0,0,0,,Tania
DSCN1642,93,3,Playa Pelonas,,arana,,,8,2022,ago-22,238.888,4,0,0,0,0,,Tania
DSCN1643,93,4,Playa Pelonas,,arana,,,8,2022,ago-22,188.055,5,0,0,0,0,,Tania
DSCN1644,93,5,Playa Pelonas,,arana,,,8,2022,ago-22,106.233,5,0,1,1,0,Repetida con 45,Tania
DSCN1646,93,6,Playa Pelonas,,arana,,,8,2022,ago-22,172.013,6,0,0,1,0,,Tania
DSCN1647,93,7,Playa Pelonas,,arana,,,8,2022,ago-22,614.772,17,0,0,0,0,,Tania
DSCN1675,94,1,Playa Pelonas,,arana,,,8,2022,ago-22,54.578,3,0,0,0,0,,Tania
DSCN1676,94,2,Playa Pelonas,,arana,,,8,2022,ago-22,65.394,3,0,1,0,0,,Tania
DSCN1677,94,3,Playa Pelonas,,arana,,,8,2022,ago-22,94.220,2,0,0,0,0,,Tania
DSCN1678,94,4,Playa Pelonas,,arana,,,8,2022,ago-22,59.288,2,0,0,0,0,,Tania
DSCN1679,94,5,Playa Pelonas,,arana,,,8,2022,ago-22,79.499,2,0,0,0,0,,Tania
DSCN1680,94,6,Playa Pelonas,,arana,,,8,2022,ago-22,82.114,4,0,0,0,0,,Tania
DSCN1681,94,7,Playa Pelonas,,arana,,,8,2022,ago-22,139.650,5,0,0,0,0,,Tania
