photo.code,str.code,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,digitador
DSCN4613,396,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,467.23,12,0,0,1,0,,Priscilla
DSCN5302,147,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,506.372,19,0,13,1,19,Gran blanqueamiento y pequeÃ±os parches con mortalidad parcial,Amanda
DSCN5308,155,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,502.617,22,0,17,1,22,Gran blanqueamiento y pequeÃ±os parches con mortalidad parcial,Amanda
DSCN5311,74,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,640.307,19,0,1,0,0,,Daniela
DSCN5314,62,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,581.425,24,0,0,0,0,,Priscilla
DSCN5315,64,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,780.494,30,0,0,2,1,,Priscilla
DSCN5317,73,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,444.188,23,0,1,1,3,,Daniela
DSCN5319,143,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,357.09,26,0,0,0,0,,Jorge
DSCN5321,144,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,527.869,16,0,0,1,0,,Jorge
DSCN5322,72,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,706.827,22,0,0,0,0,,Daniela
DSCN5323,140,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,588.347,21,0,0,1,0,,Jorge
DSCN5326,121,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,606.367,20,0,0,1,0,,Saul
DSCN5326,121,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,606.367,20,0,0,1,0,,SaÃºl
DSCN5328,154,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,914.229,18,0,1,0,0,Parece que el coral que no aparecÃ­a en la foto desde el mes de marzo es muy pequeÃ±o e incluso estÃ¡ parcialmente muerto en esta imagen.,Emma
DSCN5329,149,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,958.605,22,0,0,3,0,Algunos corales estÃ¡n empezando a mostrar los primeros signos de blanqueamiento.,Emma
DSCN5330,58,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,498.661,12,0,0,3,0,,Priscilla
DSCN5331,139,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,586.39,13,0,0,0,0,,Jorge
DSCN5332,66,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,455.94,26,0,0,1,3,Hay un fragmento que se ve medio blanqueado,Priscilla
DSCN5333,60,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,720.477,19,0,0,3,0,,Priscilla
DSCN5334,68,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,455.139,25,0,0,1,0,En este mes se contabilizÃ³ 25 fragmentos,Daniela
DSCN5335,127,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,660.969,16,0,0,2,0,,Saul
DSCN5335,127,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,660.969,16,0,0,2,0,,SaÃºl
DSCN5336,138,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,970.939,16,0,0,0,0,,Saul
DSCN5336,138,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,970.939,16,0,0,0,0,,SaÃºl
DSCN5339,151,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,919.282,20,1,0,3,0,Algunos corales estÃ¡n empezando a mostrar los primeros signos de blanqueamiento.,Emma
DSCN5340,148,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,711.397,17,0,0,0,0,,Jorge
DSCN5342,379,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,306.31,19,1,0,2,0,Algunos corales estÃ¡n empezando a mostrar los primeros signos de blanqueamiento.,Emma
DSCN5345,375,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,261.121,16,0,0,2,0,Uno de los corales perdidos parece tener un fragmento debajo de la brida y la estructura: Â¿quizÃ¡s sea un coral muerto?,Emma
DSCN5350,378,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,720.374,24,0,0,0,0,Algunos corales estÃ¡n empezando a mostrar los primeros signos de blanqueamiento.,Emma
DSCN5351,385,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,289.941,19,0,6,1,7,,Mack
DSCN5352,130,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,555.083,22,0,0,0,0,,Saul
DSCN5352,130,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,555.083,22,0,0,0,0,,SaÃºl
DSCN5353,150,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,842.131,15,0,0,1,0,Algunos corales estÃ¡n empezando a mostrar los primeros signos de blanqueamiento.,Emma
DSCN5354,126,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,430.167,18,0,16,0,0,,Juliette
DSCN5357,133,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,599.207,23,0,0,0,0,,Saul
DSCN5357,133,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,599.207,23,0,0,0,0,,SaÃºl
DSCN5361,393,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,210.369,19,0,10,0,0,,Juliette
DSCN5362,132,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,760.714,21,0,7,0,3,,Juliette
DSCN5369,381,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,295.039,17,0,8,0,2,,Mack
DSCN5372,70,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,316.878,24,0,0,0,1,,Daniela
DSCN5373,100,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,317.576,18,0,5,0,4,,Juliette
DSCN5377,131,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,366.633,18,0,7,1,4,,Juliette
DSCN5383,383,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,226.357,15,0,8,1,4,,Mack
DSCN5392,382,Playa Blanca,NA,arana pequena,NA,NA,6,2023,23-jun,226.938,16,0,8,1,6,,Mack
DSCN5394,380,Playa Blanca,NA,arana pequena,NA,NA,6,2023,24-jun,293.91,22,0,0,0,1,Algunos corales estÃ¡n empezando a mostrar los primeros signos de blanqueamiento.,Emma
DSCN8772,74,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,674.921,19,0,1,0,1,,Daniela
DSCN8778,82,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,435.423,19,0,15,1,18,Parches con mortalidad pequeÃ±os,Amanda
DSCN8780,147,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,456.944,19,0,18,1,18,Gran blanqueamiento y pequeÃ±os parches con mortalidad parcial,Amanda
DSCN8782,115,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,504.908,19,0,15,0,16,Un fragmento no estÃ¡ claro a cual araÃ±a pertenece,Amanda
DSCN8784,59,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,500.572,16,0,15,1,16,"Dos fragmentos con blanqueamiento muy leve, parches con mortalidad pequeÃ±os",Amanda
DSCN8786,155,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,420.639,22,0,19,1,22,Gran blanqueamiento y pequeÃ±os parches con mortalidad parcial,Amanda
DSCN8788,99,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,724.687,21,0,14,3,21,Blanqueamiento generalizado,Amanda
DSCN8790,146,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,725.161,28,0,23,0,27,No hay registro de esta raÃ±a en junio,Amanda
DSCN8793,62,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,725.191,24,0,0,0,0,hay dos fragmentos blanqueandose,Priscilla
DSCN8795,64,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,967.712,30,0,0,1,1,hay varios fragmentos blanqueandose,Priscilla
DSCN8797,143,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,455.029,25,1,0,0,0,,Jorge
DSCN8799,73,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,766.389,23,0,1,1,3,,Daniela
DSCN8801,144,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,640.325,17,0,0,0,0,,Jorge
DSCN8804,72,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,796.719,22,0,0,0,0,,Daniela
DSCN8811,140,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,731.887,21,0,0,0,0,,Jorge
DSCN8816,121,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,702.454,21,0,0,0,0,,Saul
DSCN8816,121,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,702.454,21,0,0,0,0,,SaÃºl
DSCN8818,154,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,985.507,18,0,1,0,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN8821,149,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,1096.359,22,0,0,2,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN8823,138,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,970.961,18,0,0,0,0,,Saul
DSCN8823,138,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,970.961,18,0,0,0,0,,SaÃºl
DSCN8827,148,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,825.745,16,0,0,1,0,,Jorge
DSCN8829,151,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,1058.138,19,0,0,4,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN8831,127,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,887.448,18,0,0,0,0,,Saul
DSCN8831,127,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,887.448,18,0,0,0,0,,SaÃºl
DSCN8833,68,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,727.648,25,0,0,1,3,,Daniela
DSCN8835,58,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,537.96,11,0,0,4,0,hay varios fragmentos blanqueandose,Priscilla
DSCN8837,139,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,778.814,13,0,0,0,0,,Jorge
DSCN8839,60,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,796.642,19,0,0,1,0,hay dos fragmentos blanqueandose,Priscilla
DSCN8841,66,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,680.696,26,0,0,2,2,,Priscilla
DSCN8843,394,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,888.758,21,0,0,2,2,,Priscilla
DSCN8845,375,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,238.069,14,0,0,2,0,Corales saludables y en crecimiento.,Emma
DSCN8854,379,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,546.993,19,0,0,3,3,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN8856,150,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,880.299,15,0,0,1,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN8858,130,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,637.199,22,0,0,0,0,,Saul
DSCN8858,130,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,637.199,22,0,0,0,0,,SaÃºl
DSCN8860,396,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,531.384,13,0,0,0,0,,Priscilla
DSCN8862,378,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,910.243,24,0,0,0,0,Todos los corales estÃ¡n parcialmente blanqueados.,Emma
DSCN8864,385,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,333.923,18,0,10,3,7,,Mack
DSCN8867,393,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,NA,NA,NA,NA,NA,NA,etiqueta,Juliette
DSCN8868,393,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,647.145,19,0,11,0,0,,Juliette
DSCN8874,133,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,634.452,21,0,0,2,0,,Saul
DSCN8874,133,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,634.452,21,0,0,2,0,,SaÃºl
DSCN8883,126,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,NA,NA,NA,NA,NA,NA,etiqueta,Juliette
DSCN8884,126,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,526.254,20,0,10,1,2,,Juliette
DSCN8885,132,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,NA,NA,NA,NA,NA,NA,etiqueta,Juliette
DSCN8886,132,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,685.77,21,0,12,0,1,,Juliette
DSCN8888,70,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,399.258,24,0,5,0,2,Algas en parte de los fragmentos,Daniela
DSCN8891,100,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,NA,NA,NA,NA,NA,NA,etiqueta,Juliette
DSCN8892,100,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,331.152,17,0,6,0,2,,Juliette
DSCN8897,131,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,NA,NA,NA,NA,NA,NA,etiqueta,Juliette
DSCN8898,131,Playa Blanca,NA,arana pequena,NA,NA,7,2023,juil-23,329.124,17,0,6,0,0,,Juliette
DSCN8902,384,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,461.35,28,0,8,1,10,,Mack
DSCN8904,381,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,337.387,17,0,7,0,6,,Mack
DSCN8914,383,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,194.324,16,0,8,1,4,se anadio un fragmento?,Mack
DSCN8917,395,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,517.459,19,0,0,2,0,,Priscilla
DSCN8919,380,Playa Blanca,NA,arana pequena,NA,NA,7,2023,24-jul,385.8,22,0,0,0,1,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN8921,382,Playa Blanca,NA,arana pequena,NA,NA,7,2023,23-jul,222.473,16,0,8,1,8,,Mack
DSCN9802,74,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,721.505,18,0,1,1,1,,Daniela
DSCN9805,252,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta,Daniella
DSCN9806,252,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,607.096,26,0,0,0,0,,Daniella
DSCN9808,82,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,648.352,19,0,16,1,18,Blanqueamiento generalizado,Amanda
DSCN9810,147,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,497.719,19,0,17,1,19,Blanqueamiento generalizado,Amanda
DSCN9812,115,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,574.13,19,0,18,0,19,Blanqueamiento generalizado,Amanda
DSCN9814,59,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,676.41,19,0,12,0,14,Ciertas partes de la fotografÃ­a borrosas,Amanda
DSCN9816,155,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,486.687,21,0,18,21,2,Blanqueamiento generalizado,Amanda
DSCN9818,99,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,887.813,21,0,19,2,21,"Blanqueamiento generalizado, algunos fragmentos totalmente blanqueados",Amanda
DSCN9820,146,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,574.13,26,0,18,2,26,Blanqueamiento generalizado,Amanda
DSCN9822,64,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,875.015,30,0,0,1,3,hay varios blanqueandose,Priscilla
DSCN9824,73,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,807.411,23,0,1,1,3,Algas en parte de los fragmentos,Daniela
DSCN9826,62,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,681.162,24,0,0,0,0,hay dos muy blanqueados,Priscilla
DSCN9828,143,Playa Blanca,NA,arana pequena,NA,NA,8,2023,23-Aug,510.199,25,0,16,0,1,Hay varios corales blanqueados parcialmente,Jorge
DSCN9832,144,Playa Blanca,NA,arana pequena,NA,NA,8,2023,23-Aug,754.02,17,0,13,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9834,72,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,905.506,19,0,0,3,1,,Daniela
DSCN9836,149,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,949.939,22,0,0,1,1,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN9838,140,Playa Blanca,NA,arana pequena,NA,NA,8,2023,23-Aug,673.668,21,0,11,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9840,154,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,1141.311,18,0,0,1,0,El coral perdido parece ser una etiqueta que se cayÃ³.,Emma
DSCN9844,121,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,691.714,18,0,0,3,1,,Saul
DSCN9844,121,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,691.714,18,0,0,3,1,,SaÃºl
DSCN9850,138,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,908.863,17,0,0,1,0,,Saul
DSCN9850,138,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,908.863,17,0,0,1,0,,SaÃºl
DSCN9854,148,Playa Blanca,NA,arana pequena,NA,NA,8,2023,23-Aug,824.474,16,0,11,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9856,151,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,1135.081,19,0,0,3,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN9858,127,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,888.055,21,0,0,0,0,,Saul
DSCN9858,127,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,888.055,21,0,0,0,0,,SaÃºl
DSCN9860,68,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,768.859,25,0,0,1,2,,Daniela
DSCN9862,58,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,576.195,11,0,0,3,0,hay varios blanqueandose,Priscilla
DSCN9864,139,Playa Blanca,NA,arana pequena,NA,NA,8,2023,23-Aug,949.916,13,0,11,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9866,60,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,903.798,19,0,0,3,0,hay dos fragmentos bastante blanqueados pero no completamente,Priscilla
DSCN9872,150,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,852.147,15,0,0,0,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN9876,66,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,589.534,26,1,0,2,3,hay varios blanqueandose,Priscilla
DSCN9878,379,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,444.901,19,0,0,1,1,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN9882,130,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,741.646,22,0,0,0,0,,Saul
DSCN9882,130,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,741.646,22,0,0,0,0,,SaÃºl
DSCN9894,133,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,794.073,22,0,0,1,0,,Saul
DSCN9894,133,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,794.073,22,0,0,1,0,,SaÃºl
DSCN9918,70,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,495.226,24,0,5,0,4,Algas en parte de los fragmentos,Daniela
DSCN9933,384,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,492.708,28,0,8,1,13,,Mack
DSCN9935,381,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,365.148,17,0,7,0,7,,Mack
DSCN9946,383,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,236.849,16,0,8,1,7,,Mack
DSCN9948,395,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,725.92,18,0,0,0,0,,Priscilla
DSCN9950,380,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,433.126,22,0,0,0,3,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN9952,382,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,261.711,16,0,8,0,13,,Mack
DSCN9967,385,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-23,402.741,18,0,12,3,9,,Mack
DSCN9969,378,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,1101.757,25,0,0,0,0,"Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
DSCN9982,394,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,628.547,20,0,0,1,1,,Priscilla
DSCN9984,375,Playa Blanca,NA,arana pequena,NA,NA,8,2023,ago-24,370.439,14,0,0,3,1,"Uno de los ""perdido"" parece ser la etiqueta que se perdiÃ³ (en el centro de la estructura); Los corales estÃ¡n experimentando los primeros signos de blanqueamiento, ya que las puntas se estÃ¡n volviendo blancas.",Emma
P9232658,382,Playa Blanca,NA,arana pequena,NA,NA,9,2023,23-sep,294.986,16,0,8,0,15,,Mack
P9232660,380,Playa Blanca,NA,arana pequena,NA,NA,9,2023,24-sep,531.994,21,0,0,1,11,NA,Emma
P9232663,395,Playa Blanca,NA,arana pequena,NA,NA,9,2023,24-sep,733.627,18,0,0,3,3,todos estÃ¡n medio blanqueados,Priscilla
P9232665,383,Playa Blanca,NA,arana pequena,NA,NA,9,2023,23-sep,295.137,16,0,8,1,15,,Mack
P9232675,384,Playa Blanca,NA,arana pequena,NA,NA,9,2023,23-sep,544.68,28,0,12,0,27,,Mack
PA210915,58,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,505.564,11,0,0,4,11,Blanqueo generalizado,Priscilla
PA210840,74,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,974.11,15,0,1,1,15,Todos los fragmentos blanqueados,Daniela
PA210843,82,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,492.683,18,0,10,0,18,Totalmente blanqueado,Amanda
PA210845,147,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,556.728,19,0,9,0,19,Totalmente blanqueado,Amanda
PA210847,59,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,648.239,16,0,5,1,16,Totalmente blanqueado,Amanda
PA210850,115,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,488.749,19,1,12,0,19,Totalmente blanqueado,Amanda
PA210852,155,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,547.706,21,0,13,1,21,Totalmente blanqueado,Amanda
PA210855,99,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,648.121,22,0,10,2,22,Totalmente blanqueado,Amanda
PA210858,146,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,618.94,24,1,16,2,24,Totalmente blanqueado,Amanda
PA210918,60,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,779.846,19,0,0,0,19,Blanqueo generalizado,Priscilla
PA210861,62,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,891.835,24,0,0,0,18,Blanqueo generalizado,Priscilla
PA210864,64,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,855.492,30,0,0,2,30,Blanqueo generalizado,Priscilla
PA210871,73,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,935.152,23,0,1,1,21,"Algas en parte de los fragmentos, la mayorÃ­a blanqueados",Daniela
PA210874,143,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,168.037,25,0,10,0,15,Corales totalmente blanqueados,Jorge
PA210876,144,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,63.361,17,0,3,0,14,Corales totalmente blanqueados,Jorge
PA210879,72,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,1.3,19,0,0,3,18,Solo 1 fragmento no se blanqueÃ³,Daniela
PA210881,149,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,905.483,22,1,0,1,20,NA,Emma
PA210883,140,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,118.292,21,0,0,0,18,Corales totalmente blanqueados,Jorge
PA210889,121,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,631.297,18,0,0,0,17,,Saul
PA210889,121,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,631.297,18,0,0,0,17,,SaÃºl
PA210923,66,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,615.93,21,0,0,3,21,Blanqueo generalizado,Priscilla
PA210895,154,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,1116.959,17,9,0,0,15,"Se perdiÃ³ un coral desde agosto, lo que podrÃ­a explicar la disminuciÃ³n en el Ã¡rea, pero no puedo ver la cuerda donde se perdiÃ³ el coral...",Emma
PA210899,138,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,1028.64,16,0,0,1,15,,Saul
PA210899,138,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,1028.64,16,0,0,1,15,,SaÃºl
PA210904,148,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,103.161,16,0,2,0,14,Corales totalmente blanqueados,Jorge
PA210907,151,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,1375.035,19,0,1,3,14,"Tuve que medir el Ã¡rea dos veces: la primera vez calculÃ© 1636.499, el Ã¡rea parecÃ­a muy alta... La segunda vez, el Ã¡rea parece mÃ¡s cercana a la realidad.",Emma
PA210910,127,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,809.109,19,0,0,2,18,,Saul
PA210910,127,Playa Blanca,NA,arana pequena,NA,NA,10,2023,23-oct,809.109,19,0,0,2,18,,SaÃºl
PA210913,68,Playa Blanca,NA,arana pequena,NA,NA,10,2023,24-oct,893.389,22,0,0,1,22,Todos los fragmentos blanqueados,Daniela
PA211015,134,Playa Blanca,NA,arana pequena,NA,NA,10,2023,oct-23,389.779,16,1,4,1,13,poca visibilidad,Angela
PA211013,135,Playa Blanca,NA,arana pequena,NA,NA,10,2023,oct-23,637.677,21,1,2,2,21,practicamente blanqueado,Angela
