photo.code,str.code,lado,site,origin,spp,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,digitador
DSCN9144,172,1,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,535.760,9,0,0,0,0,,Monica
DSCN9145,172,2,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,792.564,10,0,0,0,0,,Monica
DSCN9146,172,3,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,625.449,11,0,0,0,0,,Monica
DSCN9147,172,4,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,594.536,10,0,0,0,0,,Monica
DSCN9148,172,5,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,692.637,9,0,0,0,0,,Monica
DSCN9149,172,6,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,"1,026.164",11,0,0,0,0,,Monica
DSCN9150,172,7,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,"1,147.940",19,0,0,0,0,,Monica
DSCN9135,175,1,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,246.160,8,0,0,1,0,,Monica
DSCN9136,175,2,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,246.216,10,0,0,0,0,,Monica
DSCN9137,175,3,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,312.247,10,0,0,0,0,,Monica
DSCN9138,175,4,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,426.807,8,0,0,0,0,4 fragmentos en el suelo,Monica
DSCN9139,175,5,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,624.015,11,0,0,0,0,,Monica
DSCN9140,175,6,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,751.968,12,0,0,1,0,,Monica
DSCN9141,175,7,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,786.971,14,0,0,0,0,4 fragmentos en el suelo,Monica
DSCN9068,76,1,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,154.680,6,0,0,0,0,,Monica
DSCN9069,76,2,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,130.616,6,0,0,0,0,,Monica
DSCN9070,76,3,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,85.544,6,0,0,0,0,,Monica
DSCN9071,76,4,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,176.975,6,0,0,0,0,,Monica
DSCN9072,76,5,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,211.737,6,0,0,0,0,,Monica
DSCN9073,76,6,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,114.147,6,0,0,0,0,,Monica
DSCN9074,76,7,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,218.193,7,0,0,0,0,,Monica
DSCN9060,77,1,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,144.400,6,0,0,0,0,,Monica
DSCN9061,77,2,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,144.647,6,0,0,0,0,,Monica
DSCN9062,77,3,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,132.607,7,0,0,0,0,,Monica
DSCN9063,77,4,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,91.590,6,0,0,0,0,,Monica
DSCN9064,77,5,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,197.709,6,0,0,0,0,,Monica
DSCN9065,77,6,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,182.385,6,0,0,0,0,,Monica
DSCN9066,77,7,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,278.646,12,0,0,0,0,,Monica
DSCN9044,87,1,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,98.019,5,0,0,1,0,,Monica
DSCN9045,87,2,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,198.885,6,0,0,0,0,,Monica
DSCN9046,87,3,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,175.156,6,0,0,0,0,,Monica
DSCN9047,87,4,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,138.701,6,0,0,0,0,,Monica
DSCN9048,87,5,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,137.313,6,0,0,0,0,,Monica
DSCN9049,87,6,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,162.303,4,0,0,0,0,,Monica
DSCN9050,87,7,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,241.385,9,0,0,0,0,,Monica
DSCN9052,88,1,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,105.208,5,0,0,0,0,,Monica
DSCN9053,88,2,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,98.493,6,0,0,0,0,,Monica
DSCN9054,88,3,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,80.380,6,0,0,0,0,,Monica
DSCN9055,88,4,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,134.980,6,0,0,0,0,,Monica
DSCN9056,88,5,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,110.000,6,0,0,0,0,,Monica
DSCN9057,88,6,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,131.543,5,0,0,0,0,,Monica
DSCN9058,88,7,Guiri,,Pocillopora spp,arana,,17/12/21,12,2021,dec-21,175.795,10,0,0,0,0,,Monica
DSCN8313,169,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,823.724,11,0,0,0,0,,Monica
DSCN8314,169,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,615.294,9,0,0,0,0,,Monica
DSCN8315,169,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,991.787,11,0,0,0,0,,Monica
DSCN8316,169,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,939.971,12,0,0,0,0,,Monica
DSCN8317,169,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,543.714,10,0,0,0,0,,Monica
DSCN8318,169,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,874.564,11,0,0,0,0,,Monica
DSCN8319,169,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,"1,518.741",19,0,0,0,0,,Monica
DSCN8305,170,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,NA,NA,NA,NA,NA,NA,,Monica
DSCN8306,170,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,475.079,8,0,0,0,0,,Monica
DSCN8307,170,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,541.903,7,0,0,0,0,,Monica
DSCN8308,170,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,513.878,8,0,0,0,0,,Monica
DSCN8309,170,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,714.866,8,0,0,0,0,,Monica
DSCN8310,170,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,649.075,7,0,0,0,0,,Monica
DSCN8311,170,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,"1,122.325",10,0,0,0,0,,Monica
DSCN8321,171,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,747.153,10,0,0,0,0,,Monica
DSCN8322,171,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,666.401,10,0,0,0,0,,Monica
DSCN8323,171,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,590.623,10,0,0,0,0,,Monica
DSCN8324,171,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,663.033,8,0,0,0,0,,Monica
DSCN8325,171,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,706.961,9,0,0,0,0,,Monica
DSCN8326,171,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,785.221,10,0,0,0,0,,Monica
DSCN8327,171,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,"1,544.624",13,0,0,0,0,,Monica
DSCN8329,172,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,694.717,9,0,0,0,0,2 fragmentos en el suelo,Monica
DSCN8330,172,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,976.022,10,0,0,0,0,,Monica
DSCN8331,172,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,736.90,11,0,0,0,0,,Monica
DSCN8332,172,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,685.60,10,0,0,0,0,,Monica
DSCN8333,172,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,814.237,9,0,0,0,0,,Monica
DSCN8334,172,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,882.725,11,0,0,0,0,,Monica
DSCN8335,172,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,1845.079,19,0,0,0,0,,Monica
DSCN8337,175,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,330.414,8,0,0,0,0,,Monica
DSCN8338,175,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,357.353,10,0,0,0,0,,Monica
DSCN8339,175,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,359.788,10,0,0,0,0,,Monica
DSCN8340,175,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,641.226,8,0,0,0,0,,Monica
DSCN8341,175,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,765.086,11,0,0,0,0,,Monica
DSCN8342,175,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,949.366,12,0,0,0,0,,Monica
DSCN8343,175,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,1091.535,14,0,0,0,0,,Monica
DSCN8278,76,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,236.887,6,0,0,0,0,,Monica
DSCN8279,76,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,309.337,5,0,0,0,0,,Monica
DSCN8280,76,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,239.944,6,0,0,0,0,,Monica
DSCN8281,76,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,162.888,5,0,0,0,0,,Monica
DSCN8282,76,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,193.252,6,0,0,0,0,,Monica
DSCN8283,76,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,237.599,6,0,0,0,0,,Monica
DSCN8284,76,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,363.823,9,0,0,0,0,,Monica
DSCN8287,77,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,213.991,6,0,0,0,0,,Monica
DSCN8288,77,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,227.114,6,0,0,0,0,,Monica
DSCN8289,77,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,223.439,6,0,0,0,0,,Monica
DSCN8290,77,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,149.866,5,0,0,0,0,,Monica
DSCN8291,77,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,187.446,5,0,0,0,0,,Monica
DSCN8292,77,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,185.328,5,0,0,0,0,,Monica
DSCN8293,77,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,305.751,10,0,0,0,0,,Monica
DSCN8259,87,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,154.805,5,0,0,0,0,,Monica
DSCN8260,87,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,271.371,5,0,0,0,0,,Monica
DSCN8261,87,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,237.974,5,0,0,0,0,,Monica
DSCN8262,87,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,210.302,6,0,0,0,0,,Monica
DSCN8263,87,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,248.612,6,0,0,0,0,,Monica
DSCN8264,87,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,197.919,5,0,0,0,0,,Monica
DSCN8265,87,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,236.756,9,0,0,0,0,,Monica
DSCN8269,88,1,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,171.506,5,0,0,0,0,,Monica
DSCN8270,88,2,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,"152.772",6,0,0,0,0,,Monica
DSCN8271,88,3,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,166.936,6,0,0,0,0,,Monica
DSCN8272,88,4,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,248.998,6,0,0,0,0,,Monica
DSCN8273,88,5,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,201.585,6,0,0,0,0,,Monica
DSCN8274,88,6,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,209.175,5,0,0,0,0,,Monica
DSCN8275,88,7,Guiri,,Pocillopora spp,arana,,24/3/2022,3,2022,mar-22,298.885,11,0,0,0,0,,Monica
DSCN9027,169,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,992.562,11,0,0,0,0,,Monica
DSCN9028,169,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,722.223,9,0,0,0,0,,Monica
DSCN9029,169,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,678.813,11,0,0,0,0,,Monica
DSCN9030,169,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,940.525,12,0,0,0,0,,Monica
DSCN9031,169,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,1074.571,10,0,0,0,0,,Monica
DSCN9032,169,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,699.129,11,0,0,0,0,,Monica
DSCN9033,169,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,"1,655.986",19,0,0,0,0,,Monica
DSCN9019,170,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,NA,NA,NA,NA,NA,NA,,Monica
DSCN9020,170,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,814.87,8,0,0,0,0,,Monica
DSCN9021,170,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,796.125,7,0,0,0,0,,Monica
DSCN9022,170,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,626.7,8,0,0,0,0,,Monica
DSCN9023,170,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,644.946,8,0,0,0,0,,Monica
DSCN9024,170,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,527.759,7,0,0,0,0,,Monica
DSCN9025,170,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,"1,301.094",10,0,0,0,0,,Monica
DSCN9077,171,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,684.801,10,0,0,0,0,,Monica
DSCN9078,171,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,726.98,10,0,0,0,0,,Monica
DSCN9079,171,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,844.00,10,0,0,0,0,,Monica
DSCN9080,171,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,784.805,8,0,0,0,0,,Monica
DSCN9081,171,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,707.902,9,0,0,0,0,,Monica
DSCN9082,171,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,669.181,10,0,0,0,0,,Monica
DSCN9083,171,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,"1,445.222",13,0,0,0,0,,Monica
DSCN9070,172,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,927.67,9,0,0,0,0,blanqueamiento parcial,Monica
DSCN9071,172,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,"1,135.629",10,0,0,0,0,,Monica
DSCN9072,172,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,895.298,11,0,0,0,0,,Monica
DSCN9073,172,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,833.05,10,0,0,0,0,,Monica
DSCN9074,172,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,853.716,9,0,0,0,0,,Monica
DSCN9075,172,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,983.656,11,0,0,0,0,,Monica
DSCN9085,172,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,1829.743,19,0,0,0,0,,Monica
DSCN9061,175,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,283.926,8,0,0,1,0,,Monica
DSCN9062,175,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,"1,107.681",10,0,0,0,0,,Monica
DSCN9064,175,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,927.84,10,0,0,0,0,,Monica
DSCN9065,175,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,805.675,8,0,0,0,0,,Monica
DSCN9066,175,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,477.994,8,0,0,0,0,,Monica
DSCN9068,175,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,386.829,10,0,0,0,0,,Monica
DSCN9087,175,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,891.595,10,0,0,0,0,,Monica
DSCN9011,76,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,290.227,6,0,0,0,0,,Monica
DSCN9012,76,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,235.333,5,0,0,0,0,,Monica
DSCN9013,76,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,190.165,6,0,0,0,0,,Monica
DSCN9014,76,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,281.797,5,0,0,0,0,,Monica
DSCN9015,76,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,375.861,6,0,0,0,0,,Monica
DSCN9016,76,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,174.466,5,0,0,0,0,,Monica
DSCN9017,76,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,376.402,9,0,0,0,0,,Monica
DSCN9040,77,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,259.649,6,0,0,0,0,,Monica
DSCN9041,77,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,295.459,6,0,0,0,0,,Monica
DSCN9042,77,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,249.85,6,0,0,0,0,,Monica
DSCN9043,77,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,182.842,5,0,0,0,0,,Monica
DSCN9044,77,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,250.037,5,0,0,0,0,,Monica
DSCN9045,77,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,317.464,5,0,0,0,0,,Monica
DSCN9046,77,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,361.387,10,0,0,0,0,,Monica
DSCN9048,87,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,175.927,5,0,0,0,0,,Monica
DSCN9049,87,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,247.845,5,0,1,0,0,,Monica
DSCN9050,87,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,307.036,5,0,0,0,0,,Monica
DSCN9051,87,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,235.239,6,0,0,0,0,,Monica
DSCN9052,87,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,194.552,6,0,0,0,0,,Monica
DSCN9053,87,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,364.352,5,0,1,0,0,,Monica
DSCN9054,87,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,371.07,9,0,1,0,0,,Monica
DSCN9003,88,1,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,193.06,5,0,0,0,0,,Monica
DSCN9004,88,2,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,222.652,6,0,0,0,0,,Monica
DSCN9005,88,3,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,252.604,6,0,0,0,0,,Monica
DSCN9006,88,4,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,299.938,6,0,0,0,0,,Monica
DSCN9007,88,5,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,172.612,6,0,0,0,0,,Monica
DSCN9008,88,6,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,159.92,5,0,0,0,0,,Monica
DSCN9009,88,7,Guiri,,Pocillopora spp,arana,,22/4/2022,4,2022,abr-22,381.692,11,0,0,0,0,,Monica
DSCN9731,169,1,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,"1,031.58",11,0,0,0,0,2 fragmentos en el suelo,Monica
DSCN9732,169,2,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,663.539,9,1,0,0,0,,Monica
DSCN9733,169,3,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,869.144,11,0,0,0,0,,Monica
DSCN9734,169,4,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,836.193,12,0,0,0,0,,Monica
DSCN9735,169,5,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,643.364,10,0,0,0,0,,Monica
DSCN9736,169,6,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,730.09,11,0,1,0,0,Mitad cubierta por algas,Monica
DSCN9737,169,7,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,"1,496.06",19,0,0,0,0,,Monica
DSCN9723,170,1,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,NA,NA,NA,NA,NA,NA,,Monica
DSCN9724,170,2,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,454.287,8,0,0,0,0,,Monica
DSCN9725,170,3,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,565.308,7,0,0,0,0,,Monica
DSCN9726,170,4,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,609.812,8,0,1,0,0,Cubierto por algas,Monica
DSCN9727,170,5,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,780.824,8,0,0,0,0,,Monica
DSCN9728,170,6,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,849.531,7,0,0,0,0,,Monica
DSCN9729,170,7,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,"1,361.31",10,0,0,0,0,,Monica
DSCN9739,171,1,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,678.697,10,0,0,0,0,,Monica
DSCN9740,171,2,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,669.849,10,0,0,0,0,,Monica
DSCN9741,171,3,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,719.413,10,1,0,0,0,,Monica
DSCN9742,171,4,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,829.392,8,0,0,0,0,,Monica
DSCN9743,171,5,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,756.486,9,0,0,0,0,,Monica
DSCN9744,171,6,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,793.005,10,0,0,0,0,,Monica
DSCN9745,171,7,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,1666.942,13,0,0,0,0,,Monica
DSCN9747,172,1,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,733.587,9,0,0,0,0,,Monica
DSCN9748,172,2,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,944.092,10,0,0,0,0,,Monica
DSCN9749,172,3,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,810.491,11,0,0,0,0,,Monica
DSCN9750,172,4,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,1033.418,10,0,0,0,0,,Monica
DSCN9751,172,5,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,813.652,9,0,0,0,0,,Monica
DSCN9752,172,6,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,944.412,11,0,0,0,0,,Monica
DSCN9753,172,7,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,"1,471.71",19,0,0,0,0,,Monica
DSCN9755,175,1,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,279.696,8,0,0,0,0,,Monica
DSCN9756,175,2,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,407.987,10,0,0,0,0,,Monica
DSCN9757,175,3,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,413.832,10,0,0,0,0,,Monica
DSCN9758,175,4,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,730.662,8,0,0,0,0,,Monica
DSCN9759,175,5,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,918.458,8,0,0,0,0,,Monica
DSCN9760,175,6,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,1307.707,10,0,0,0,0,,Monica
DSCN9761,175,7,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,1254.013,10,0,0,0,0,,Monica
DSCN9619,76,1,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,223.642,6,0,0,0,0,,Monica
DSCN9620,76,2,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,379.377,5,0,0,0,0,,Monica
DSCN9621,76,3,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,319.367,6,0,0,0,0,,Monica
DSCN9623,76,4,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,174.243,5,0,0,0,0,,Monica
DSCN9624,76,5,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,269.542,6,0,0,0,0,,Monica
DSCN9625,76,6,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,265.05,5,0,0,0,0,,Monica
DSCN9626,76,7,Guiri,,Pocillopora spp,arana,,22/5/2022,5,2022,may-22,396.666,9,0,0,0,0,,Monica
