photo.code,str.code,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,digitador
DSCN2024,146,Playa Blanca,,arana pequena,,,2,2023,feb-23,254.836,28,0,23,1,0,Gran nivel de mortalidad parcial,Amanda
DSCN2029,147,Playa Blanca,,arana pequena,,,2,2023,feb-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2030,147,Playa Blanca,,arana pequena,,,2,2023,feb-23,144.315,20,0,16,0,0,Buen desarrollo,Amanda
DSCN2021,155,Playa Blanca,,arana pequena,,,2,2023,feb-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2022,155,Playa Blanca,,arana pequena,,,2,2023,feb-23,169.341,24,0,19,1,0,Gran nivel de mortalidad parcial,Amanda
DSCN2753,59,Playa Blanca,,arana pequena,,,3,2023,mar-23,279.667,16,0,11,1,0,Fragmentos de mayor tamaño,Amanda
DSCN2750,82,Playa Blanca,,arana pequena,,,3,2023,mar-23,81.626,21,0,18,1,0,Fragmentos pequeños,Amanda
DSCN2756,99,Playa Blanca,,arana pequena,,,3,2023,mar-23,372.049,23,0,7,2,0,Fragmentos perdidos en el lecho marino,Amanda
DSCN2752,115,Playa Blanca,,arana pequena,,,3,2023,mar-23,305.732,21,1,11,0,0,Fragmento con mortalidad cubierto de alga,Amanda
DSCN2755,146,Playa Blanca,,arana pequena,,,3,2023,mar-23,303.546,28,0,22,0,0,Gran nivel de mortalidad parcial,Amanda
DSCN2751,147,Playa Blanca,,arana pequena,,,3,2023,mar-23,207.305,20,0,19,1,0,Gran nivel de mortalidad parcial,Amanda
DSCN2754,155,Playa Blanca,,arana pequena,,,3,2023,mar-23,202.018,22,0,19,2,0,Gran nivel de mortalidad parcial,Amanda
DSCN3730,59,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3731,59,Playa Blanca,,arana pequena,,,4,2023,abr-23,373.972,17,0,9,0,0,Buen desarrollo,Amanda
DSCN3726,82,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3727,82,Playa Blanca,,arana pequena,,,4,2023,abr-23,235.074,21,0,13,2,0,Poca mortalidad,Amanda
DSCN3738,99,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3739,99,Playa Blanca,,arana pequena,,,4,2023,abr-23,486.373,21,0,10,3,0,Gran mortalidad en el fondo,Amanda
DSCN3732,115,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3733,115,Playa Blanca,,arana pequena,,,4,2023,abr-23,317.919,21,0,13,0,0,Un pez tapó parte de dos fragmentos,Amanda
DSCN3736,146,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3737,146,Playa Blanca,,arana pequena,,,4,2023,abr-23,536.221,28,0,16,1,0,Fragmentos cortados por la fotografía,Amanda
DSCN3728,147,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3729,147,Playa Blanca,,arana pequena,,,4,2023,abr-23,309.747,20,0,16,0,0,Gran nivel de mortalidad parcial,Amanda
DSCN3734,155,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN3735,155,Playa Blanca,,arana pequena,,,4,2023,abr-23,269.458,22,0,15,2,0,Gran nivel de mortalidad parcial,Amanda
DSCN4543,59,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4544,59,Playa Blanca,,arana pequena,,,5,2023,may-23,360.089,16,0,14,1,0,"Grandes fragmentos, gran mortalidad parcial",Amanda
DSCN4537,82,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4538,82,Playa Blanca,,arana pequena,,,5,2023,may-23,340.464,21,1,13,1,0,Fragmentos sanos en el fondo,Amanda
DSCN4549,99,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4550,99,Playa Blanca,,arana pequena,,,5,2023,may-23,485.527,21,0,13,3,2,Fragmentos blanqueados concentrados en una parte,Amanda
DSCN4541,115,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4542,115,Playa Blanca,,arana pequena,,,5,2023,may-23,361.155,21,0,13,0,0,No se determina el límite entre fragmentos adyacentes,Amanda
DSCN4547,146,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4548,146,Playa Blanca,,arana pequena,,,5,2023,may-23,448.008,27,0,18,0,0,"Grandes fragmentos, gran mortalidad parcial",Amanda
DSCN4539,147,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4540,147,Playa Blanca,,arana pequena,,,5,2023,may-23,346.462,19,0,14,1,0,Parches con mortandad pequeños,Amanda
DSCN4545,155,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN4546,155,Playa Blanca,,arana pequena,,,5,2023,may-23,358.003,22,0,16,1,0,Un fragmento con palidecimiento,Amanda
DSCN2748,79,Playa Blanca,,arana pequena,,,3,2023,mar-23,444.898,20,0,0,0,0,,Paula
DSCN2761,80,Playa Blanca,,arana pequena,,,3,2023,mar-23,462.214,25,0,5,1,0,Duda con algas ,Paula
DSCN2767,81,Playa Blanca,,arana pequena,,,3,2023,mar-23,369.858,24,0,1,0,2,,Paula
DSCN2780,86,Playa Blanca,,arana pequena,,,3,2023,mar-23,290.785,23,0,2,0,0,,Paula
DSCN2776,108,Playa Blanca,,arana pequena,,,3,2023,mar-23,926.403,23,0,3,0,0,,Paula
DSCN3818,81,Playa Blanca,,arana pequena,,,4,2023,abr-23,508.443,24,0,0,0,2,"Foto cortada, ",Paula
DSCN3771,86,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Paula
DSCN3772,86,Playa Blanca,,arana pequena,,,4,2023,abr-23,306.132,22,0,2,1,0,Foto cortada,Paula
DSCN3829,108,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta,Paula
DSCN3830,108,Playa Blanca,,arana pequena,,,4,2023,abr-23,921.554,23,0,3,0,0,,Paula
DSCN3824,68,Playa Blanca,,arana pequena,,,4,2023,abr-23,271.450,26,0,0,0,0,,Daniela
DSCN3823,68,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3762,70,Playa Blanca,,arana pequena,,,4,2023,abr-23,191.580,24,0,0,0,1,,Daniela
DSCN3761,70,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3814,72,Playa Blanca,,arana pequena,,,4,2023,abr-23,502.880,22,0,0,0,0,,Daniela
DSCN3813,72,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3846,73,Playa Blanca,,arana pequena,,,4,2023,abr-23,357.010,24,0,0,1,0,"Parece una pérdida parcial, porque se nota la tira de plástico y se ve un pedacito muy pequeño de coral, comparado con los demás.",Daniela
DSCN3845,73,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3725,74,Playa Blanca,,arana pequena,,,4,2023,abr-23,404.770,19,0,1,0,0,,Daniela
DSCN3724,74,Playa Blanca,,arana pequena,,,4,2023,abr-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN4534,79,Playa Blanca,,arana pequena,,,5,2023,may-23,777.995,18,0,2,1,1,,Paula
DSCN4533,79,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta,Paula
DSCN4561,80,Playa Blanca,,arana pequena,,,5,2023,may-23,465.098,22,0,5,4,3,Un coral detras de la etiqueta,Paula
DSCN4560,80,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta,Paula
DSCN4569,81,Playa Blanca,,arana pequena,,,5,2023,may-23,677.574,23,0,3,1,0,,Paula
DSCN4568,81,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,,Paula
DSCN4619,86,Playa Blanca,,arana pequena,,,5,2023,may-23,330.598,21,0,3,1,0,"Dudas con algas, la foto esta un poco oscura",Paula
DSCN4618,86,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta,Paula
DSCN4581,108,Playa Blanca,,arana pequena,,,5,2023,may-23,945.155,22,0,3,1,0,,Paula
DSCN4580,108,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta,Paula
DSCN3824,68,Playa Blanca,,arana pequena,,,5,2023,may-23,482.393,26,0,0,0,0,Hay una pieza que se ve blanca pero tiene las puntas con color por lo que no estoy segura de que sea blanqueamiento,Daniela
DSCN3823,68,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3762,70,Playa Blanca,,arana pequena,,,5,2023,may-23,213.956,24,0,0,0,1,,Daniela
DSCN3761,70,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3814,72,Playa Blanca,,arana pequena,,,5,2023,may-23,635.116,22,0,0,0,0,,Daniela
DSCN3813,72,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3846,73,Playa Blanca,,arana pequena,,,5,2023,may-23,422.087,23,0,1,1,0,"Hay una pieza que la mitad se ve negra, como si tuviera alga, no estoy segura si sea el ángulo de la fotografía, o si efectivamente es una mortalidad parcial.",Daniela
DSCN3845,73,Playa Blanca,,arana pequena,,,5,2023,may-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN3725,74,Playa Blanca,,arana pequena,,,5,2023,may-23,453.169,19,0,1,0,0,,Daniela
DSCN5302,147,Playa Blanca,,arana pequena,,,6,2023,jun-23,506.372,19,0,13,1,19,Gran blanqueamiento y pequeños parches con mortalidad parcial,Amanda
DSCN5308,155,Playa Blanca,,arana pequena,,,6,2023,jun-23,502.617,22,0,17,1,22,Gran blanqueamiento y pequeños parches con mortalidad parcial,Amanda
DSCN5334,68,Playa Blanca,,arana pequena,,,6,2023,jun-23,455.139,25,0,0,1,0,En este mes se contabilizó 25 fragmentos,Daniela
DSCN5334,68,Playa Blanca,,arana pequena,,,6,2023,jun-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN5372,70,Playa Blanca,,arana pequena,,,6,2023,jun-23,316.878,24,0,0,0,1,,Daniela
DSCN5372,70,Playa Blanca,,arana pequena,,,6,2023,jun-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN5322,72,Playa Blanca,,arana pequena,,,6,2023,jun-23,706.827,22,0,0,0,0,,Daniela
DSCN5322,72,Playa Blanca,,arana pequena,,,6,2023,jun-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN5317,73,Playa Blanca,,arana pequena,,,6,2023,jun-23,444.188,23,0,1,1,3,,Daniela
DSCN5317,73,Playa Blanca,,arana pequena,,,6,2023,jun-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN5311,74,Playa Blanca,,arana pequena,,,6,2023,jun-23,640.307,19,0,1,0,0,,Daniela
DSCN5311,74,Playa Blanca,,arana pequena,,,6,2023,jun-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN8783,59,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8784,59,Playa Blanca,,arana pequena,,,7,2023,jul-23,500.572,16,0,15,1,16,"Dos fragmentos con blanqueamiento muy leve, parches con mortalidad pequeños",Amanda
DSCN8777,82,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8778,82,Playa Blanca,,arana pequena,,,7,2023,jul-23,435.423,19,0,15,1,18,Parches con mortalidad pequeños,Amanda
DSCN8787,99,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8788,99,Playa Blanca,,arana pequena,,,7,2023,jul-23,724.687,21,0,14,3,21,Blanqueamiento generalizado,Amanda
DSCN8781,115,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8782,115,Playa Blanca,,arana pequena,,,7,2023,jul-23,504.908,19,0,15,0,16,Un fragmento no está claro a cual araña pertenece,Amanda
DSCN8789,146,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8790,146,Playa Blanca,,arana pequena,,,7,2023,jul-23,725.161,28,0,23,0,27,No hay registro de esta raña en junio,Amanda
DSCN8779,147,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8780,147,Playa Blanca,,arana pequena,,,7,2023,jul-23,456.944,19,0,18,1,18,Gran blanqueamiento y pequeños parches con mortalidad parcial,Amanda
DSCN8785,155,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN8786,155,Playa Blanca,,arana pequena,,,7,2023,jul-23,420.639,22,0,19,1,22,Gran blanqueamiento y pequeños parches con mortalidad parcial,Amanda
DSCN3810,58,Playa Blanca,,arana pequena,,,4,2023,abr-23,381.448,12,0,0,3,1,,Priscilla
DSCN3804,60,Playa Blanca,,arana pequena,,,4,2023,abr-23,462.636,24,0,0,0,0,,Priscilla
DSCN3848,62,Playa Blanca,,arana pequena,,,4,2023,abr-23,366.081,24,0,0,0,0,,Priscilla
DSCN3850,64,Playa Blanca,,arana pequena,,,4,2023,abr-23,506.523,32,0,0,0,0,,Priscilla
DSCN3806,66,Playa Blanca,,arana pequena,,,4,2023,abr-23,362.990,27,0,0,1,0,,Priscilla
DSCN4591,58,Playa Blanca,,arana pequena,,,5,2023,may-23,418.313,12,0,2,3,0,,Priscilla
DSCN4593,60,Playa Blanca,,arana pequena,,,5,2023,may-23,548.101,19,0,0,2,0,,Priscilla
DSCN4552,62,Playa Blanca,,arana pequena,,,5,2023,may-23,476.522,24,0,0,0,0,,Priscilla
DSCN4555,64,Playa Blanca,,arana pequena,,,5,2023,may-23,592.927,31,0,1,1,0,,Priscilla
DSCN4597,66,Playa Blanca,,arana pequena,,,5,2023,may-23,561.398,27,0,0,1,1,,Priscilla
DSCN5330,58,Playa Blanca,,arana pequena,,,6,2023,jun-23,498.661,12,0,0,3,0,,Priscilla
DSCN5333,60,Playa Blanca,,arana pequena,,,6,2023,jun-23,720.477,19,0,0,3,0,,Priscilla
DSCN5314,62,Playa Blanca,,arana pequena,,,6,2023,jun-23,581.425,24,0,0,0,0,,Priscilla
DSCN5315,64,Playa Blanca,,arana pequena,,,6,2023,jun-23,780.494,30,0,0,2,1,,Priscilla
DSCN5332,66,Playa Blanca,,arana pequena,,,6,2023,jun-23,455.940,26,0,0,1,3,Hay un fragmento que se ve medio blanqueado ,Priscilla
DSCN8835,58,Playa Blanca,,arana pequena,,,7,2023,jul-23,537.960,11,0,0,4,0,hay varios fragmentos blanqueandose,Priscilla
DSCN8839,60,Playa Blanca,,arana pequena,,,7,2023,jul-23,796.642,19,0,0,1,0,hay dos fragmentos blanqueandose,Priscilla
DSCN8793,62,Playa Blanca,,arana pequena,,,7,2023,jul-23,725.191,24,0,0,0,0,hay dos fragmentos blanqueandose,Priscilla
DSCN8795,64,Playa Blanca,,arana pequena,,,7,2023,jul-23,967.712,30,0,0,1,1,hay varios fragmentos blanqueandose,Priscilla
DSCN8841,66,Playa Blanca,,arana pequena,,,7,2023,jul-23,680.696,26,0,0,2,2,,Priscilla
DSCN9862,58,Playa Blanca,,arana pequena,,,8,2023,ago-23,576.195,11,0,0,3,0,hay varios blanqueandose,Priscilla
DSCN9866,60,Playa Blanca,,arana pequena,,,8,2023,ago-23,903.798,19,0,0,3,0,hay dos fragmentos bastante blanqueados pero no completamente,Priscilla
DSCN9826,62,Playa Blanca,,arana pequena,,,8,2023,ago-23,681.162,24,0,0,0,0,hay dos muy blanqueados,Priscilla
DSCN9822,64,Playa Blanca,,arana pequena,,,8,2023,ago-23,875.015,30,0,0,1,3,hay varios blanqueandose,Priscilla
DSCN9876,66,Playa Blanca,,arana pequena,,,8,2023,ago-23,589.534,26,1,0,2,3,hay varios blanqueandose,Priscilla
