photo.code,str.code,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,digitador
PA210915,58,Playa Blanca,,arana pequena,,,10,2023,oct-23,505.564,11,0,0,4,11,Blanqueo generalizado,Priscilla
PA210918,60,Playa Blanca,,arana pequena,,,10,2023,oct-23,779.846,19,0,0,0,19,Blanqueo generalizado,Priscilla
PA210861,62,Playa Blanca,,arana pequena,,,10,2023,oct-23,891.835,24,0,0,0,18,Blanqueo generalizado,Priscilla
PA210864,64,Playa Blanca,,arana pequena,,,10,2023,oct-23,855.492,30,0,0,2,30,Blanqueo generalizado,Priscilla
PA210923,66,Playa Blanca,,arana pequena,,,10,2023,oct-23,615.930,21,0,0,3,21,Blanqueo generalizado,Priscilla
DSCN2179,58,Playa Blanca,,arana pequena,,,11,2023,nov-23,546.592,11,0,4,3,10,,Priscilla
DSCN2184,60,Playa Blanca,,arana pequena,,,11,2023,nov-23,418.443,19,9,9,0,9,Los que tienen mort.parc también están blanqueados,Priscilla
DSCN2134,62,Playa Blanca,,arana pequena,,,11,2023,nov-23,545.297,23,2,5,0,8,Los que tienen mort.parc también están blanqueados,Priscilla
DSCN2137,64,Playa Blanca,,arana pequena,,,11,2023,nov-23,451.801,29,9,6,2,3,Los que tienen mort.parc también están blanqueados,Priscilla
DSCN2186,66,Playa Blanca,,arana pequena,,,11,2023,nov-23,514.519,21,3,7,4,1,Los que tienen mort.parc también están blanqueados,Priscilla
DSCN9813,59,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9814,59,Playa Blanca,,arana pequena,,,8,2023,ago-23,676.410,19,0,12,0,14,Ciertas partes de la fotografía borrosas,Amanda
DSCN9807,82,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9808,82,Playa Blanca,,arana pequena,,,8,2023,ago-23,648.352,19,0,16,1,18,Blanqueamiento generalizado,Amanda
DSCN9817,99,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9818,99,Playa Blanca,,arana pequena,,,8,2023,ago-23,887.813,21,0,19,2,21,"Blanqueamiento generalizado, algunos fragmentos totalmente blanqueados",Amanda
DSCN9811,115,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9812,115,Playa Blanca,,arana pequena,,,8,2023,ago-23,574.130,19,0,18,0,19,Blanqueamiento generalizado,Amanda
DSCN9819,146,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9820,146,Playa Blanca,,arana pequena,,,8,2023,ago-23,574.130,26,0,18,2,26,Blanqueamiento generalizado,Amanda
DSCN9809,147,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9810,147,Playa Blanca,,arana pequena,,,8,2023,ago-23,497.719,19,0,17,1,19,Blanqueamiento generalizado,Amanda
DSCN9815,155,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN9816,155,Playa Blanca,,arana pequena,,,8,2023,ago-23,486.687,21,0,18,21,2,Blanqueamiento generalizado,Amanda
DSCN2777,148,Playa Blanca,,arana pequena,,,3,2023,mar-23,686.552,19,0,0,0,0,,Jorge
DSCN3808,139,Playa Blanca,,arana pequena,,,4,2023,Apr-23,524.276,14,0,0,0,0,,Jorge
DSCN3816,140,Playa Blanca,,arana pequena,,,4,2023,Apr-23,425.170,21,0,0,0,0,,Jorge
DSCN3844,143,Playa Blanca,,arana pequena,,,4,2023,Apr-23,295.052,26,0,0,0,0,,Jorge
DSCN3842,144,Playa Blanca,,arana pequena,,,4,2023,Apr-23,330.510,18,0,0,0,0,,Jorge
DSCN3834,148,Playa Blanca,,arana pequena,,,4,2023,Apr-23,603.666,18,0,0,0,0,,Jorge
DSCN4595,139,Playa Blanca,,arana pequena,,,5,2023,may-23,521.728,13,0,0,1,0,,Jorge
DSCN4567,140,Playa Blanca,,arana pequena,,,5,2023,may-23,478.643,22,0,0,0,0,,Jorge
DSCN4559,143,Playa Blanca,,arana pequena,,,5,2023,may-23,348.460,24,0,0,2,0,,Jorge
DSCN4563,144,Playa Blanca,,arana pequena,,,5,2023,may-23,439.391,17,0,0,1,0,,Jorge
DSCN4583,148,Playa Blanca,,arana pequena,,,5,2023,may-23,741.984,17,0,0,2,0,,Jorge
DSCN5331,139,Playa Blanca,,arana pequena,,,6,2023,jun-23,586.390,13,0,0,0,0,,Jorge
DSCN5323,140,Playa Blanca,,arana pequena,,,6,2023,jun-23,588.347,21,0,0,1,0,,Jorge
DSCN5319,143,Playa Blanca,,arana pequena,,,6,2023,jun-23,357.090,26,0,0,0,0,,Jorge
DSCN5321,144,Playa Blanca,,arana pequena,,,6,2023,jun-23,527.869,16,0,0,1,0,,Jorge
DSCN5340,148,Playa Blanca,,arana pequena,,,6,2023,jun-23,711.397,17,0,0,0,0,,Jorge
DSCN8837,139,Playa Blanca,,arana pequena,,,7,2023,jul-23,778.814,13,0,0,0,0,,Jorge
DSCN8811,140,Playa Blanca,,arana pequena,,,7,2023,jul-23,731.887,21,0,0,0,0,,Jorge
DSCN8797,143,Playa Blanca,,arana pequena,,,7,2023,jul-23,455.029,25,1,0,0,0,,Jorge
DSCN8801,144,Playa Blanca,,arana pequena,,,7,2023,jul-23,640.325,17,0,0,0,0,,Jorge
DSCN8827,148,Playa Blanca,,arana pequena,,,7,2023,jul-23,825.745,16,0,0,1,0,,Jorge
DSCN9864,139,Playa Blanca,,arana pequena,,,8,2023,Aug-23,949.916,13,0,11,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9838,140,Playa Blanca,,arana pequena,,,8,2023,Aug-23,673.668,21,0,11,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9828,143,Playa Blanca,,arana pequena,,,8,2023,Aug-23,510.199,25,0,16,0,1,Hay varios corales blanqueados parcialmente,Jorge
DSCN9832,144,Playa Blanca,,arana pequena,,,8,2023,Aug-23,754.020,17,0,13,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN9854,148,Playa Blanca,,arana pequena,,,8,2023,Aug-23,824.474,16,0,11,0,0,Hay varios corales blanqueados parcialmente,Jorge
DSCN8833,68,Playa Blanca,,arana pequena,,,7,2023,jul-23,727.648,25,0,0,1,3,,Daniela
DSCN8832,68,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN8888,70,Playa Blanca,,arana pequena,,,7,2023,jul-23,399.258,24,0,5,0,2,Algas en parte de los fragmentos ,Daniela
DSCN8887,70,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN8804,72,Playa Blanca,,arana pequena,,,7,2023,jul-23,796.719,22,0,0,0,0,,Daniela
DSCN8802,72,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN8799,73,Playa Blanca,,arana pequena,,,7,2023,jul-23,766.389,23,0,1,1,3,,Daniela
DSCN8798,73,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN8772,74,Playa Blanca,,arana pequena,,,7,2023,jul-23,674.921,19,0,1,0,1,,Daniela
DSCN8771,74,Playa Blanca,,arana pequena,,,7,2023,jul-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN9860,68,Playa Blanca,,arana pequena,,,8,2023,ago-23,768.859,25,0,0,1,2,,Daniela
DSCN9859,68,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN9918,70,Playa Blanca,,arana pequena,,,8,2023,ago-23,495.226,24,0,5,0,4,Algas en parte de los fragmentos ,Daniela
DSCN9917,70,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN9834,72,Playa Blanca,,arana pequena,,,8,2023,ago-23,905.506,19,0,0,3,1,,Daniela
DSCN9833,72,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN9824,73,Playa Blanca,,arana pequena,,,8,2023,ago-23,807.411,23,0,1,1,3,Algas en parte de los fragmentos ,Daniela
DSCN9823,73,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
DSCN9802,74,Playa Blanca,,arana pequena,,,8,2023,ago-23,721.505,18,0,1,1,1,,Daniela
DSCN9800,74,Playa Blanca,,arana pequena,,,8,2023,ago-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Daniela
PA210846,59,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210847,59,Playa Blanca,,arana pequena,,,10,2023,oct-23,648.239,16,0,5,1,16,Totalmente blanqueado,Amanda
PA210841,82,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210842,82,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210843,82,Playa Blanca,,arana pequena,,,10,2023,oct-23,492.683,18,0,10,0,18,Totalmente blanqueado,Amanda
PA210853,99,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210854,99,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210855,99,Playa Blanca,,arana pequena,,,10,2023,oct-23,648.121,22,0,10,2,22,Totalmente blanqueado,Amanda
PA210848,115,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210849,115,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210850,115,Playa Blanca,,arana pequena,,,10,2023,oct-23,488.749,19,1,12,0,19,Totalmente blanqueado,Amanda
PA210856,146,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210857,146,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210858,146,Playa Blanca,,arana pequena,,,10,2023,oct-23,618.940,24,1,16,2,24,Totalmente blanqueado,Amanda
PA210844,147,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210845,147,Playa Blanca,,arana pequena,,,10,2023,oct-23,556.728,19,0,9,0,19,Totalmente blanqueado,Amanda
PA210851,155,Playa Blanca,,arana pequena,,,10,2023,oct-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
PA210852,155,Playa Blanca,,arana pequena,,,10,2023,oct-23,547.706,21,0,13,1,21,Totalmente blanqueado,Amanda
DSCN3820,121,Playa Blanca,,araña pequeña,,,4,2023,abr-23,436.592,21,0,0,0,2,,Saul
DSCN3826,127,Playa Blanca,,araña pequeña,,,4,2023,abr-23,486.201,21,0,0,1,0,,Saul
DSCN3796,130,Playa Blanca,,araña pequeña,,,4,2023,abr-23,234.717,22,0,0,0,0,,Saul
DSCN3770,133,Playa Blanca,,araña pequeña,,,4,2023,abr-23,334.612,25,0,0,1,0,,Saul
DSCN3836,138,Playa Blanca,,araña pequeña,,,4,2023,abr-23,538.621,17,0,0,2,0,,Saul
DSCN4573,121,Playa Blanca,,araña pequeña,,,5,2023,may-23,449.794,21,0,0,0,0,,Saul
DSCN4579,127,Playa Blanca,,araña pequeña,,,5,2023,may-23,533.255,18,0,0,3,0,,Saul
DSCN4615,130,Playa Blanca,,araña pequeña,,,5,2023,may-23,405.857,22,0,0,0,0,,Saul
DSCN4621,133,Playa Blanca,,araña pequeña,,,5,2023,may-23,485.740,23,0,0,2,0,,Saul
DSCN4577,138,Playa Blanca,,araña pequeña,,,5,2023,may-23,671.418,16,0,0,1,0,,Saul
DSCN5326,121,Playa Blanca,,araña pequeña,,,6,2023,jun-23,606.367,20,0,0,1,0,,Saul
DSCN5335,127,Playa Blanca,,araña pequeña,,,6,2023,jun-23,660.969,16,0,0,2,0,,Saul
DSCN5352,130,Playa Blanca,,araña pequeña,,,6,2023,jun-23,555.083,22,0,0,0,0,,Saul
DSCN5357,133,Playa Blanca,,araña pequeña,,,6,2023,jun-23,599.207,23,0,0,0,0,,Saul
DSCN5336,138,Playa Blanca,,araña pequeña,,,6,2023,jun-23,970.939,16,0,0,0,0,,Saul
DSCN8816,121,Playa Blanca,,araña pequeña,,,7,2023,jul-23,702.454,21,0,0,0,0,,Saul
DSCN8831,127,Playa Blanca,,araña pequeña,,,7,2023,jul-23,887.448,18,0,0,0,0,,Saul
DSCN8858,130,Playa Blanca,,araña pequeña,,,7,2023,jul-23,637.199,22,0,0,0,0,,Saul
DSCN8874,133,Playa Blanca,,araña pequeña,,,7,2023,jul-23,634.452,21,0,0,2,0,,Saul
DSCN8823,138,Playa Blanca,,araña pequeña,,,7,2023,jul-23,970.961,18,0,0,0,0,,Saul
DSCN9844,121,Playa Blanca,,araña pequeña,,,8,2023,ago-23,691.714,18,0,0,3,1,,Saul
DSCN9858,127,Playa Blanca,,araña pequeña,,,8,2023,ago-23,888.055,21,0,0,0,0,,Saul
DSCN9882,130,Playa Blanca,,araña pequeña,,,8,2023,ago-23,741.646,22,0,0,0,0,,Saul
DSCN9894,133,Playa Blanca,,araña pequeña,,,8,2023,ago-23,794.073,22,0,0,1,0,,Saul
DSCN9850,138,Playa Blanca,,araña pequeña,,,8,2023,ago-23,908.863,17,0,0,1,0,,Saul
PA210889,121,Playa Blanca,,araña pequeña,,,10,2023,oct-23,631.297,18,0,0,0,17,,Saul
PA210910,127,Playa Blanca,,araña pequeña,,,10,2023,oct-23,809.109,19,0,0,2,18,,Saul
PA210960,133,Playa Blanca,,araña pequeña,,,10,2023,oct-23,832.933,22,0,0,0,22,,Saul
PA210899,138,Playa Blanca,,araña pequeña,,,10,2023,oct-23,1028.640,16,0,0,1,15,,Saul
DSCN2124,59,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2125,59,Playa Blanca,,arana pequena,,,11,2023,nov-23,328.797,13,3,12,1,13,Totalmente blanqueado,Amanda
DSCN2116,82,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2117,82,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2118,82,Playa Blanca,,arana pequena,,,11,2023,nov-23,116.392,6,13,6,1,6,Mayoría muerto,Amanda
DSCN2128,99,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2129,99,Playa Blanca,,arana pequena,,,11,2023,nov-23,409.734,15,6,11,2,15,Totalmente blanqueado,Amanda
DSCN2121,115,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2122,115,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2123,115,Playa Blanca,,arana pequena,,,11,2023,nov-23,213.202,12,7,11,1,12,Totalmente blanqueado,Amanda
DSCN2130,146,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2131,146,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2132,146,Playa Blanca,,arana pequena,,,11,2023,nov-23,603.932,21,4,17,3,21,Totalmente blanqueado,Amanda
DSCN2119,147,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2120,147,Playa Blanca,,arana pequena,,,11,2023,nov-23,430.444,16,2,15,3,16,Totalmente blanqueado,Amanda
DSCN2126,155,Playa Blanca,,arana pequena,,,11,2023,nov-23,NA,NA,NA,NA,NA,NA,Etiqueta arana,Amanda
DSCN2127,155,Playa Blanca,,arana pequena,,,11,2023,nov-23,259.225,11,10,8,2,11,Totalmente blanqueado,Amanda
DSCN2150,149,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2151,149,Playa Blanca,,arana pequena,,,11,2023,nov-24,601.750,20,7,5,0,9,NA,Emma
DSCN2220,150,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2221,150,Playa Blanca,,arana pequena,,,11,2023,nov-24,504.137,15,5,4,2,6,NA,Emma
DSCN2169,151,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2171,151,Playa Blanca,,arana pequena,,,11,2023,nov-24,903.704,16,4,4,4,8,Familia Scheinberg - las etiquetas escondían uno de los corales - interpretación de la zona cruzando las etiquetas 151,Emma
DSCN2154,154,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2155,154,Playa Blanca,,arana pequena,,,11,2023,nov-24,676.610,16,2,9,0,5,Muchos corales con la punta muerta (parcialmente muerta),Emma
DSCN2190,375,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2191,375,Playa Blanca,,arana pequena,,,11,2023,nov-24,205.009,14,1,9,1,4,"Foto tomada en un ángulo ligeramente izquierdo: no está exactamente alineada sobre la estructura, lo que puede sesgar un poco la escala en algunas medidas.",Emma
DSCN2198,378,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2200,378,Playa Blanca,,arana pequena,,,11,2023,nov-24,511.685,25,11,9,0,5,Fotografía ligeramente recortada en la parte superior.,Emma
DSCN2212,379,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2213,379,Playa Blanca,,arana pequena,,,11,2023,nov-24,251.771,16,3,11,1,2,NA,Emma
DSCN2306,380,Playa Blanca,,arana pequena,,,11,2023,nov-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN2308,380,Playa Blanca,,arana pequena,,,11,2023,nov-24,182.460,20,7,6,0,7,NA,Emma
PA210880,149,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210881,149,Playa Blanca,,arana pequena,,,10,2023,oct-24,905.483,22,1,0,1,20,NA,Emma
PA210952,150,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210954,150,Playa Blanca,,arana pequena,,,10,2023,oct-24,1034.611,15,0,1,1,14,En la parte superior de la foto: presencia de peces sobre el coral + el coral recortado en la foto.,Emma
PA210905,151,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210907,151,Playa Blanca,,arana pequena,,,10,2023,oct-24,1375.035,19,0,1,3,14,"Tuve que medir el área dos veces: la primera vez calculé 1636.499, el área parecía muy alta... La segunda vez, el área parece más cercana a la realidad.",Emma
PA210894,154,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210895,154,Playa Blanca,,arana pequena,,,10,2023,oct-24,1116.959,17,9,0,0,15,"Se perdió un coral desde agosto, lo que podría explicar la disminución en el área, pero no puedo ver la cuerda donde se perdió el coral...",Emma
PA210927,375,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210928,375,Playa Blanca,,arana pequena,,,10,2023,oct-24,528.177,15,0,0,0,15,NA,Emma
PA210976,378,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210978,378,Playa Blanca,,arana pequena,,,10,2023,oct-24,1283.707,25,0,0,0,23,NA,Emma
PA210950,379,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA210951,379,Playa Blanca,,arana pequena,,,10,2023,oct-24,498.929,18,0,1,0,19,Uno de los fragmentos de corales blanqueados parece estar debajo del pez en la foto.,Emma
PA211000,380,Playa Blanca,,arana pequena,,,10,2023,oct-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
PA211002,380,Playa Blanca,,arana pequena,,,10,2023,oct-24,500.459,21,0,0,0,21,NA,Emma
No Photo,149,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,149,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
No Photo,150,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,150,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
No Photo,151,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,151,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
No Photo,154,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,154,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
No Photo,375,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,375,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
No Photo,378,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,378,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
No Photo,379,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
No Photo,379,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,NA,Emma
P9232659,380,Playa Blanca,,arana pequena,,,9,2023,sep-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
P9232660,380,Playa Blanca,,arana pequena,,,9,2023,sep-24,531.994,21,0,0,1,11,NA,Emma
DSCN9835,149,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9836,149,Playa Blanca,,arana pequena,,,8,2023,ago-24,949.939,22,0,0,1,1,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN9871,150,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9872,150,Playa Blanca,,arana pequena,,,8,2023,ago-24,852.147,15,0,0,0,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN9855,151,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9856,151,Playa Blanca,,arana pequena,,,8,2023,ago-24,1135.081,19,0,0,3,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN9839,154,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9840,154,Playa Blanca,,arana pequena,,,8,2023,ago-24,1141.311,18,0,0,1,0,El coral perdido parece ser una etiqueta que se cayó.,Emma
DSCN9983,375,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9984,375,Playa Blanca,,arana pequena,,,8,2023,ago-24,370.439,14,0,0,3,1,"Uno de los ""perdido"" parece ser la etiqueta que se perdió (en el centro de la estructura); Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN9968,378,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9969,378,Playa Blanca,,arana pequena,,,8,2023,ago-24,1101.757,25,0,0,0,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN9877,379,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9878,379,Playa Blanca,,arana pequena,,,8,2023,ago-24,444.901,19,0,0,1,1,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN9949,380,Playa Blanca,,arana pequena,,,8,2023,ago-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9950,380,Playa Blanca,,arana pequena,,,8,2023,ago-24,433.126,22,0,0,0,3,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN8820,149,Playa Blanca,,arana pequena,,,7,2023,jul-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN8821,149,Playa Blanca,,arana pequena,,,7,2023,jul-24,1096.359,22,0,0,2,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN8855,150,Playa Blanca,,arana pequena,,,7,2023,jul-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN8856,150,Playa Blanca,,arana pequena,,,7,2023,jul-24,880.299,15,0,0,1,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN8828,151,Playa Blanca,,arana pequena,,,7,2023,jul-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN8829,151,Playa Blanca,,arana pequena,,,7,2023,jul-24,1058.138,19,0,0,4,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN8817,154,Playa Blanca,,arana pequena,,,7,2023,jul-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN8818,154,Playa Blanca,,arana pequena,,,7,2023,jul-24,985.507,18,0,1,0,0,"Los corales están experimentando los primeros signos de blanqueamiento, ya que las puntas se están volviendo blancas.",Emma
DSCN8844,375,Playa Blanca,,arana pequena,,,7,2023,jul-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN8845,375,Playa Blanca,,arana pequena,,,7,2023,jul-24,238.069,14,0,0,2,0,Corales saludables y en crecimiento.,Emma
DSCN8861,378,Playa Blanca,,arana pequena,,,7,2023,jul-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
