"photo.code","site","origin","month","year","area.cm2","num.frag","mort.","mort.parc","perd","blanq","structure","structure_fixed","face","data_entry_person","date"
"DSCN8405","Playa Blanca","Matapalo","4","2024",56.888,5,3,1,0,0,"10","10","3","Digitador_11",2024-04-01
"DSCN8406","Playa Blanca","Matapalo","4","2024",86.789,5,3,1,0,0,"10","10","4","Digitador_11",2024-04-01
"DSCN8407","Playa Blanca","Matapalo","4","2024",23.082,3,1,1,1,0,"10","10","5","Digitador_11",2024-04-01
"DSCN8408","Playa Blanca","Matapalo","4","2024",68.437,4,3,1,0,0,"10","10","6","Digitador_11",2024-04-01
"DSCN8409","Playa Blanca","Matapalo","4","2024",81.879,10,8,2,2,0,"10","10","7","Digitador_11",2024-04-01
"DSCN9059","Playa Blanca","Matapalo","6","2024",84.441,4,3,1,0,0,"6","6","1","Digitador_11",2024-06-01
"DSCN9060","Playa Blanca","Matapalo","6","2024",12.852,5,3,2,0,0,"6","6","2","Digitador_11",2024-06-01
"DSCN9061","Playa Blanca","Matapalo","6","2024",579.308,4,0,1,0,0,"6","6","3","Digitador_11",2024-06-01
"DSCN9062","Playa Blanca","Matapalo","6","2024",46.754,4,2,2,0,0,"6","6","4","Digitador_11",2024-06-01
"DSCN9063","Playa Blanca","Matapalo","6","2024",255.894,5,2,1,0,0,"6","6","5","Digitador_11",2024-06-01
"DSCN9064","Playa Blanca","Matapalo","6","2024",39.266,6,2,4,0,0,"6","6","6","Digitador_11",2024-06-01
"DSCN9065","Playa Blanca","Matapalo","6","2024",700.626,9,0,5,0,0,"6","6","7","Digitador_11",2024-06-01
"DSCN9067","Playa Blanca","Matapalo","6","2024",230.343,3,0,3,0,0,"7","7","1","Digitador_11",2024-06-01
"DSCN9068","Playa Blanca","Matapalo","6","2024",505.794,4,1,1,0,0,"7","7","2","Digitador_11",2024-06-01
"DSCN9069","Playa Blanca","Matapalo","6","2024",144.969,4,2,2,0,0,"7","7","3","Digitador_11",2024-06-01
"DSCN9070","Playa Blanca","Matapalo","6","2024",392.824,5,1,1,0,0,"7","7","4","Digitador_11",2024-06-01
"DSCN9071","Playa Blanca","Matapalo","6","2024",223.246,2,0,2,0,0,"7","7","5","Digitador_11",2024-06-01
"DSCN9072","Playa Blanca","Matapalo","6","2024",348.97,3,1,1,0,0,"7","7","6","Digitador_11",2024-06-01
"DSCN9073","Playa Blanca","Matapalo","6","2024",477.513,8,3,5,0,0,"7","7","7","Digitador_11",2024-06-01
"DSCN9075","Playa Blanca","Matapalo","6","2024",38.385,5,4,1,0,0,"8","8","1","Digitador_11",2024-06-01
"DSCN9076","Playa Blanca","Matapalo","6","2024",7.55,6,5,1,0,0,"8","8","2","Digitador_11",2024-06-01
"DSCN9077","Playa Blanca","Matapalo","6","2024",167.656,5,3,1,0,0,"8","8","3","Digitador_11",2024-06-01
"DSCN9078","Playa Blanca","Matapalo","6","2024",91.516,6,2,4,0,0,"8","8","4","Digitador_11",2024-06-01
"DSCN9079","Playa Blanca","Matapalo","6","2024",162.559,5,1,3,0,0,"8","8","5","Digitador_11",2024-06-01
"DSCN9080","Playa Blanca","Matapalo","6","2024",24.466,5,3,2,0,0,"8","8","6","Digitador_11",2024-06-01
"DSCN9081","Playa Blanca","Matapalo","6","2024",247.262,12,7,5,0,0,"8","8","7","Digitador_11",2024-06-01
"DSCN9099","Playa Blanca","Matapalo","6","2024",12.827,3,2,1,0,0,"9","9","1","Digitador_11",2024-06-01
"DSCN9100","Playa Blanca","Matapalo","6","2024",75.764,5,3,2,0,0,"9","9","2","Digitador_11",2024-06-01
"DSCN9101","Playa Blanca","Matapalo","6","2024",51.43,3,1,1,0,0,"9","9","3","Digitador_11",2024-06-01
"DSCN9102","Playa Blanca","Matapalo","6","2024",113.63,4,2,1,0,0,"9","9","4","Digitador_11",2024-06-01
"DSCN9103","Playa Blanca","Matapalo","6","2024",170.473,5,3,1,0,0,"9","9","5","Digitador_11",2024-06-01
"DSCN9104","Playa Blanca","Matapalo","6","2024",12.395,5,4,1,0,0,"9","9","6","Digitador_11",2024-06-01
"DSCN9105","Playa Blanca","Matapalo","6","2024",38.441,12,9,3,0,0,"9","9","7","Digitador_11",2024-06-01
"DSCN9091","Playa Blanca","Matapalo","6","2024",35.888,3,2,1,0,0,"10","10","1","Digitador_11",2024-06-01
"DSCN9092","Playa Blanca","Matapalo","6","2024",57.235,5,3,2,0,0,"10","10","2","Digitador_11",2024-06-01
"DSCN9093","Playa Blanca","Matapalo","6","2024",21.69,4,3,1,1,0,"10","10","3","Digitador_11",2024-06-01
"DSCN9094","Playa Blanca","Matapalo","6","2024",149.662,7,4,1,0,1,"10","10","4","Digitador_11",2024-06-01
"DSCN9095","Playa Blanca","Matapalo","6","2024",25.978,3,1,1,1,1,"10","10","5","Digitador_11",2024-06-01
"DSCN9096","Playa Blanca","Matapalo","6","2024",101.43,4,3,1,0,0,"10","10","6","Digitador_11",2024-06-01
"DSCN9097","Playa Blanca","Matapalo","6","2024",111.482,10,8,2,0,0,"10","10","7","Digitador_11",2024-06-01
"DSCN9717","Playa Blanca",NA,"10","2022",341.91,4,0,0,0,0,"95","95","1","Digitador_2",2022-10-01
"DSCN9719","Playa Blanca",NA,"10","2022",54.167,1,0,0,0,0,"95","95","2","Digitador_2",2022-10-01
"DSCN9720","Playa Blanca",NA,"10","2022",394.739,3,0,0,0,0,"95","95","3","Digitador_2",2022-10-01
"DSCN9721","Playa Blanca",NA,"10","2022",355.173,3,0,0,0,0,"95","95","4","Digitador_2",2022-10-01
"DSCN9722","Playa Blanca",NA,"10","2022",133.441,1,0,0,0,0,"95","95","5","Digitador_2",2022-10-01
"DSCN9723","Playa Blanca",NA,"10","2022",362.895,2,0,0,1,0,"95","95","6","Digitador_2",2022-10-01
"DSCN9724","Playa Blanca",NA,"10","2022",409.461,8,0,1,1,0,"95","95","7","Digitador_2",2022-10-01
"DSCN9734","Playa Blanca",NA,"10","2022",234.674,3,0,0,2,0,"96","96","1","Digitador_2",2022-10-01
"DSCN9735","Playa Blanca",NA,"10","2022",284.384,5,0,0,0,0,"96","96","2","Digitador_2",2022-10-01
"DSCN9736","Playa Blanca",NA,"10","2022",384.747,5,0,1,0,0,"96","96","3","Digitador_2",2022-10-01
"DSCN9737","Playa Blanca",NA,"10","2022",89.957,3,1,0,1,0,"96","96","4","Digitador_2",2022-10-01
"DSCN9738","Playa Blanca",NA,"10","2022",383.928,4,0,0,0,0,"96","96","5","Digitador_2",2022-10-01
"DSCN9739","Playa Blanca",NA,"10","2022",438.347,4,0,0,0,0,"96","96","6","Digitador_2",2022-10-01
"DSCN9740","Playa Blanca",NA,"10","2022",324.772,7,0,1,0,0,"96","96","7","Digitador_2",2022-10-01
"DSCN9961","Playa Blanca",NA,"11","2022",499.304,4,0,0,0,0,"95","95","1","Digitador_2",2022-11-01
"DSCN9963","Playa Blanca",NA,"11","2022",274.096,2,0,0,0,0,"95","95","2","Digitador_2",2022-11-01
"DSCN9964","Playa Blanca",NA,"11","2022",189.445,2,0,0,0,0,"95","95","3","Digitador_2",2022-11-01
"DSCN9965","Playa Blanca",NA,"11","2022",499.714,4,0,0,0,0,"95","95","4","Digitador_2",2022-11-01
"DSCN9966","Playa Blanca",NA,"11","2022",218.4,2,0,0,0,0,"95","95","5","Digitador_2",2022-11-01
"DSCN9967","Playa Blanca",NA,"11","2022",0,0,0,0,2,0,"95","95","6","Digitador_2",2022-11-01
"DSCN9968","Playa Blanca",NA,"11","2022",512.02,6,0,0,1,0,"95","95","7","Digitador_2",2022-11-01
"DSCN9978","Playa Blanca",NA,"11","2022",255.162,3,0,0,0,0,"96","96","1","Digitador_2",2022-11-01
"DSCN9979","Playa Blanca",NA,"11","2022",456.148,4,0,0,0,0,"96","96","2","Digitador_2",2022-11-01
"DSCN9980","Playa Blanca",NA,"11","2022",436.448,5,0,0,0,0,"96","96","3","Digitador_2",2022-11-01
"DSCN9981","Playa Blanca",NA,"11","2022",142.49,3,1,0,1,0,"96","96","3","Digitador_2",2022-11-01
"DSCN9982","Playa Blanca",NA,"11","2022",468.713,4,0,0,0,0,"96","96","5","Digitador_2",2022-11-01
"DSCN9983","Playa Blanca",NA,"11","2022",314.367,4,0,0,0,0,"96","96","6","Digitador_2",2022-11-01
"DSCN9984","Playa Blanca",NA,"11","2022",391.971,7,0,1,1,0,"96","96","7","Digitador_2",2022-11-01
"DSCN0589","Playa Blanca",NA,"12","2022",428.189,4,0,0,0,0,"95","95","1","Digitador_2",2022-12-01
"DSCN0590","Playa Blanca",NA,"12","2022",0,0,0,0,0,0,"95","95","2","Digitador_2",2022-12-01
"DSCN0591","Playa Blanca",NA,"12","2022",637.028,3,0,0,0,0,"95","95","3","Digitador_2",2022-12-01
"DSCN0592","Playa Blanca",NA,"12","2022",296.431,3,0,0,0,0,"95","95","4","Digitador_2",2022-12-01
"DSCN0593","Playa Blanca",NA,"12","2022",184.704,1,0,0,0,0,"95","95","5","Digitador_2",2022-12-01
"DSCN0594","Playa Blanca",NA,"12","2022",281.192,2,0,0,0,0,"95","95","6","Digitador_2",2022-12-01
"DSCN0595","Playa Blanca",NA,"12","2022",411.809,6,0,0,0,0,"95","95","7","Digitador_2",2022-12-01
"DSCN0573","Playa Blanca",NA,"12","2022",309.941,3,0,0,0,0,"96","96","1","Digitador_2",2022-12-01
"DSCN0574","Playa Blanca",NA,"12","2022",335.708,4,0,0,0,0,"96","96","2","Digitador_2",2022-12-01
"DSCN0575","Playa Blanca",NA,"12","2022",487.459,4,0,0,0,0,"96","96","3","Digitador_2",2022-12-01
"DSCN0576","Playa Blanca",NA,"12","2022",136.515,2,0,0,0,0,"96","96","4","Digitador_2",2022-12-01
"DSCN0577","Playa Blanca",NA,"12","2022",455.525,5,0,0,0,0,"96","96","5","Digitador_2",2022-12-01
"DSCN0578","Playa Blanca",NA,"12","2022",385.406,3,0,0,0,0,"96","96","6","Digitador_2",2022-12-01
"DSCN0579","Playa Blanca",NA,"12","2022",409.193,6,0,0,0,0,"96","96","7","Digitador_2",2022-12-01
"DSCN1081","Playa Blanca",NA,"7","2022",138.857,4,0,0,0,0,"97","97","1","Digitador_10",2022-07-01
"DSCN1082","Playa Blanca",NA,"7","2022",168.392,3,0,0,0,0,"97","97","2","Digitador_10",2022-07-01
"DSCN1083","Playa Blanca",NA,"7","2022",105.603,2,0,1,1,0,"97","97","3","Digitador_10",2022-07-01
"DSCN1084","Playa Blanca",NA,"7","2022",148.418,5,0,0,0,0,"97","97","4","Digitador_10",2022-07-01
"DSCN1085","Playa Blanca",NA,"7","2022",251.753,4,0,0,0,0,"97","97","5","Digitador_10",2022-07-01
"DSCN1086","Playa Blanca",NA,"7","2022",114.919,3,0,0,1,0,"97","97","6","Digitador_10",2022-07-01
"DSCN1087","Playa Blanca",NA,"7","2022",498.45,9,0,0,0,1,"97","97","7","Digitador_10",2022-07-01
"DSCN8224","Playa Blanca",NA,"8","2022",144.632,4,0,0,0,0,"97","97","1","Digitador_10",2022-08-01
"DSCN8225","Playa Blanca",NA,"8","2022",114.076,3,0,0,2,0,"97","97","2","Digitador_10",2022-08-01
"DSCN8226","Playa Blanca",NA,"8","2022",278.51,4,0,0,1,0,"97","97","3","Digitador_10",2022-08-01
"DSCN8227","Playa Blanca",NA,"8","2022",170.067,5,0,0,0,0,"97","97","4","Digitador_10",2022-08-01
"DSCN8228","Playa Blanca",NA,"8","2022",66.081,1,0,0,0,0,"97","97","5","Digitador_10",2022-08-01
"DSCN8229","Playa Blanca",NA,"8","2022",186.423,3,0,0,0,0,"97","97","6","Digitador_10",2022-08-01
"DSCN8230","Playa Blanca",NA,"8","2022",529.514,9,1,0,0,0,"97","97","7","Digitador_10",2022-08-01
"DSCN8859","Playa Blanca",NA,"9","2022",163.703,4,0,0,0,0,"97","97","1","Digitador_10",2022-09-01
"DSCN8860","Playa Blanca",NA,"9","2022",112.951,3,0,0,0,0,"97","97","2","Digitador_10",2022-09-01
"DSCN8861","Playa Blanca",NA,"9","2022",271.47,4,0,0,0,0,"97","97","3","Digitador_10",2022-09-01
"DSCN8862","Playa Blanca",NA,"9","2022",183.147,5,0,0,0,0,"97","97","4","Digitador_10",2022-09-01
"DSCN8863","Playa Blanca",NA,"9","2022",59.608,1,0,0,0,0,"97","97","5","Digitador_10",2022-09-01
"DSCN8864","Playa Blanca",NA,"9","2022",196.063,3,0,0,1,0,"97","97","6","Digitador_10",2022-09-01
"DSCN8865","Playa Blanca",NA,"9","2022",676.584,8,0,0,0,0,"97","97","7","Digitador_10",2022-09-01
"DSCN9726","Playa Blanca",NA,"10","2022",206.214,4,0,0,0,0,"97","97","1","Digitador_10",2022-10-01
"DSCN9727","Playa Blanca",NA,"10","2022",234.432,3,0,0,1,0,"97","97","6","Digitador_10",2022-10-01
"DSCN9728","Playa Blanca",NA,"10","2022",71.115,1,0,0,0,0,"97","97","5","Digitador_10",2022-10-01
"DSCN9729","Playa Blanca",NA,"10","2022",240.383,5,0,0,0,0,"97","97","4","Digitador_10",2022-10-01
"DSCN9730","Playa Blanca",NA,"10","2022",278.369,4,0,0,0,0,"97","97","3","Digitador_10",2022-10-01
"DSCN9731","Playa Blanca",NA,"10","2022",137.16,3,0,0,2,0,"97","97","2","Digitador_10",2022-10-01
"DSCN9732","Playa Blanca",NA,"10","2022",809.533,9,0,0,0,0,"97","97","7","Digitador_10",2022-10-01
"DSCN9970","Playa Blanca",NA,"11","2022",263.349,4,0,0,0,0,"97","97","1","Digitador_10",2022-11-01
"DSCN9971","Playa Blanca",NA,"11","2022",166.396,3,0,0,2,0,"97","97","2","Digitador_10",2022-11-01
"DSCN9972","Playa Blanca",NA,"11","2022",341.095,4,0,0,0,0,"97","97","3","Digitador_10",2022-11-01
"DSCN9973","Playa Blanca",NA,"11","2022",282.411,5,0,0,0,0,"97","97","4","Digitador_10",2022-11-01
"DSCN9974","Playa Blanca",NA,"11","2022",59.065,1,0,0,0,0,"97","97","5","Digitador_10",2022-11-01
"DSCN9975","Playa Blanca",NA,"11","2022",272.843,3,0,0,1,0,"97","97","6","Digitador_10",2022-11-01
"DSCN9976","Playa Blanca",NA,"11","2022",758.149,8,0,0,0,0,"97","97","7","Digitador_10",2022-11-01
"DSCN0581","Playa Blanca",NA,"12","2022",206.642,4,0,0,0,0,"97","97","1","Digitador_10",2022-12-01
"DSCN0586","Playa Blanca",NA,"12","2022",196.166,3,0,0,1,0,"97","97","2","Digitador_10",2022-12-01
"DSCN0585","Playa Blanca",NA,"12","2022",413.629,4,0,0,0,0,"97","97","3","Digitador_10",2022-12-01
"DSCN0584","Playa Blanca",NA,"12","2022",346.587,5,0,0,0,0,"97","97","4","Digitador_10",2022-12-01
"DSCN0583","Playa Blanca",NA,"12","2022",81.069,1,0,0,0,0,"97","97","5","Digitador_10",2022-12-01
"DSCN0582","Playa Blanca",NA,"12","2022",314.29,3,0,0,0,0,"97","97","6","Digitador_10",2022-12-01
"DSCN0587","Playa Blanca",NA,"12","2022",790.184,7,0,0,1,0,"97","97","7","Digitador_10",2022-12-01
"DSCN3487","Playa Blanca",NA,"4","2023",0,0,0,0,2,0,"97","97","5","Digitador_2",2023-04-01
"DSCN4306","Playa Blanca",NA,"5","2023",296.496,4,0,0,0,0,"97","97","1","Digitador_10",2023-05-01
"DSCN4307","Playa Blanca",NA,"5","2023",209.12,3,0,1,0,0,"97","97","2","Digitador_10",2023-05-01
"DSCN4309","Playa Blanca",NA,"5","2023",519.102,4,0,0,0,0,"97","97","3","Digitador_10",2023-05-01
"DSCN4310","Playa Blanca",NA,"5","2023",373.486,4,0,0,0,0,"97","97","4","Digitador_10",2023-05-01
"DSCN4311","Playa Blanca",NA,"5","2023",0,0,0,0,2,0,"97","97","5","Digitador_10",2023-05-01
"DSCN4312","Playa Blanca",NA,"5","2023",437.316,3,0,0,0,0,"97","97","6","Digitador_10",2023-05-01
"DSCN4313","Playa Blanca",NA,"5","2023",741.025,6,0,0,3,0,"97","97","7","Digitador_10",2023-05-01
"DSCN5443","Playa Blanca",NA,"6","2023",322.212,4,0,0,0,0,"97","97","1","Digitador_10",2023-06-01
"DSCN5444","Playa Blanca",NA,"6","2023",299.519,3,0,0,1,0,"97","97","2","Digitador_10",2023-06-01
"DSCN5445","Playa Blanca",NA,"6","2023",658.398,4,0,0,0,0,"97","97","3","Digitador_10",2023-06-01
"DSCN5446","Playa Blanca",NA,"6","2023",439.424,4,0,0,0,0,"97","97","4","Digitador_10",2023-06-01
"DSCN5447","Playa Blanca",NA,"6","2023",0,0,0,0,1,0,"97","97","5","Digitador_10",2023-06-01
"DSCN5448","Playa Blanca",NA,"6","2023",571.228,3,0,0,0,0,"97","97","6","Digitador_10",2023-06-01
"DSCN5449","Playa Blanca",NA,"6","2023",825.479,6,0,0,3,0,"97","97","7","Digitador_10",2023-06-01
"DSCN8533","Playa Blanca",NA,"7","2023",315.124,4,0,0,0,0,"97","97","1","Digitador_10",2023-07-01
"DSCN8534","Playa Blanca",NA,"7","2023",242.638,3,0,0,1,0,"97","97","2","Digitador_10",2023-07-01
"DSCN8535","Playa Blanca",NA,"7","2023",604.735,4,0,0,0,0,"97","97","3","Digitador_10",2023-07-01
"DSCN8536","Playa Blanca",NA,"7","2023",422.469,4,0,0,0,0,"97","97","4","Digitador_10",2023-07-01
"DSCN8537","Playa Blanca",NA,"7","2023",0,0,0,0,1,0,"97","97","5","Digitador_10",2023-07-01
"DSCN8538","Playa Blanca",NA,"7","2023",536.789,3,0,0,0,0,"97","97","6","Digitador_10",2023-07-01
"DSCN8539","Playa Blanca",NA,"7","2023",843.11,6,0,0,0,0,"97","97","7","Digitador_10",2023-07-01
"DSCN9543","Playa Blanca",NA,"8","2023",371.942,5,0,0,0,0,"97","97","1","Digitador_10",2023-08-01
"DSCN9544","Playa Blanca",NA,"8","2023",326.932,5,0,0,0,0,"97","97","2","Digitador_10",2023-08-01
"DSCN9545","Playa Blanca",NA,"8","2023",663.17,4,0,0,0,0,"97","97","3","Digitador_10",2023-08-01
"DSCN9546","Playa Blanca",NA,"8","2023",364.917,5,0,0,1,0,"97","97","4","Digitador_10",2023-08-01
"DSCN9547","Playa Blanca",NA,"8","2023",120.58,8,0,2,0,1,"97","97","5","Digitador_10",2023-08-01
"DSCN9548","Playa Blanca",NA,"8","2023",625.471,5,0,0,0,0,"97","97","6","Digitador_10",2023-08-01
"DSCN9549","Playa Blanca",NA,"8","2023",1184.14,13,0,0,1,0,"97","97","7","Digitador_10",2023-08-01
"PA210593","Playa Blanca",NA,"10","2023",354.201,4,0,1,0,2,"97","97","1","Digitador_10",2023-10-01
"PA210594","Playa Blanca",NA,"10","2023",264.773,3,0,0,0,3,"97","97","2","Digitador_10",2023-10-01
"PA210595","Playa Blanca",NA,"10","2023",580.124,4,0,0,0,4,"97","97","3","Digitador_10",2023-10-01
"PA210596","Playa Blanca",NA,"10","2023",354.882,5,0,0,0,5,"97","97","4","Digitador_10",2023-10-01
"PA210597","Playa Blanca",NA,"10","2023",110.009,10,1,0,0,9,"97","97","5","Digitador_10",2023-10-01
"PA210598","Playa Blanca",NA,"10","2023",520.047,5,0,0,0,5,"97","97","6","Digitador_10",2023-10-01
"PA210599","Playa Blanca",NA,"10","2023",963.142,12,0,2,0,12,"97","97","7","Digitador_10",2023-10-01
"DSCN1864","Playa Blanca",NA,"11","2023",309.547,5,1,1,0,4,"97","97","1","Digitador_10",2023-11-01
"DSCN1865","Playa Blanca",NA,"11","2023",266.692,5,0,2,0,5,"97","97","2","Digitador_10",2023-11-01
"DSCN1866","Playa Blanca",NA,"11","2023",594.428,4,0,1,0,3,"97","97","3","Digitador_10",2023-11-01
"DSCN1867","Playa Blanca",NA,"11","2023",320.19,5,0,1,0,5,"97","97","4","Digitador_10",2023-11-01
"DSCN1868","Playa Blanca",NA,"11","2023",54.967,9,4,2,0,5,"97","97","5","Digitador_10",2023-11-01
"DSCN1869","Playa Blanca",NA,"11","2023",426.078,5,1,2,0,4,"97","97","6","Digitador_10",2023-11-01
"DSCN1870","Playa Blanca",NA,"11","2023",356.175,13,7,6,0,6,"97","97","7","Digitador_10",2023-11-01
"DSCN8970","Playa Blanca",NA,"1","2024",226.172,5,0,0,0,0,"97","97","1","Digitador_10",2024-01-01
"DSCN8971","Playa Blanca",NA,"1","2024",126.78,6,1,2,0,0,"97","97","2","Digitador_10",2024-01-01
"DSCN8972","Playa Blanca",NA,"1","2024",255.448,6,1,1,0,0,"97","97","3","Digitador_10",2024-01-01
"DSCN8973","Playa Blanca",NA,"1","2024",119.738,5,0,0,0,0,"97","97","4","Digitador_10",2024-01-01
"DSCN8974","Playa Blanca",NA,"1","2024",89.502,7,2,0,1,0,"97","97","5","Digitador_10",2024-01-01
"DSCN8975","Playa Blanca",NA,"1","2024",75.641,6,1,0,0,0,"97","97","6","Digitador_10",2024-01-01
"DSCN8976","Playa Blanca",NA,"1","2024",207.459,14,3,0,6,0,"97","97","7","Digitador_10",2024-01-01
"DSCN9443","Playa Blanca",NA,"2","2024",259.484,5,0,0,1,0,"97","97","1","Digitador_10",2024-02-01
"DSCN9444","Playa Blanca",NA,"2","2024",126.108,6,1,3,1,0,"97","97","2","Digitador_10",2024-02-01
"DSCN9445","Playa Blanca",NA,"2","2024",244.656,5,0,1,0,0,"97","97","3","Digitador_10",2024-02-01
"DSCN9446","Playa Blanca",NA,"2","2024",132.32,5,0,1,0,0,"97","97","4","Digitador_10",2024-02-01
"DSCN9447","Playa Blanca",NA,"2","2024",102.036,5,1,0,1,0,"97","97","5","Digitador_10",2024-02-01
"DSCN9448","Playa Blanca",NA,"2","2024",87.602,6,1,0,1,0,"97","97","6","Digitador_10",2024-02-01
"DSCN9449","Playa Blanca",NA,"2","2024",331.183,13,2,2,3,0,"97","97","7","Digitador_10",2024-02-01
"DSCN0829","Playa Blanca",NA,"3","2024",284.116,5,0,0,0,0,"97","97","1","Digitador_10",2024-03-01
"DSCN0830","Playa Blanca",NA,"3","2024",284.116,7,2,2,0,0,"97","97","2","Digitador_10",2024-03-01
"DSCN0831","Playa Blanca",NA,"3","2024",276.06,5,0,1,0,0,"97","97","3","Digitador_10",2024-03-01
"DSCN0832","Playa Blanca",NA,"3","2024",145.274,6,0,1,0,0,"97","97","4","Digitador_10",2024-03-01
"DSCN0834","Playa Blanca",NA,"3","2024",92.175,4,0,0,0,0,"97","97","5","Digitador_10",2024-03-01
"DSCN0835","Playa Blanca",NA,"3","2024",90.666,5,1,0,0,0,"97","97","6","Digitador_10",2024-03-01
"DSCN0836","Playa Blanca",NA,"3","2024",393.433,15,2,0,0,0,"97","97","7","Digitador_10",2024-03-01
"DSCN8220","Playa Blanca",NA,"5","2024",260.773,5,0,0,0,0,"97","97","1","Digitador_10",2024-05-01
"DSCN8221","Playa Blanca",NA,"5","2024",166.251,5,1,2,0,0,"97","97","2","Digitador_10",2024-05-01
"DSCN8222","Playa Blanca",NA,"5","2024",324.157,5,0,0,0,0,"97","97","3","Digitador_10",2024-05-01
"DSCN8223","Playa Blanca",NA,"5","2024",184.03,5,0,1,0,0,"97","97","4","Digitador_10",2024-05-01
"DSCN8224","Playa Blanca",NA,"5","2024",123.405,4,0,0,2,0,"97","97","5","Digitador_10",2024-05-01
"DSCN8225","Playa Blanca",NA,"5","2024",127.237,4,0,0,0,0,"97","97","6","Digitador_10",2024-05-01
"DSCN8226","Playa Blanca",NA,"5","2024",445.451,13,2,0,0,0,"97","97","7","Digitador_10",2024-05-01
"DSCN9268","Playa Blanca",NA,"6","2024",290.261,5,0,0,0,0,"97","97","1","Digitador_10",2024-06-01
"DSCN9269","Playa Blanca",NA,"6","2024",188.132,4,0,0,1,0,"97","97","2","Digitador_10",2024-06-01
"DSCN9270","Playa Blanca",NA,"6","2024",340.414,5,0,0,0,0,"97","97","3","Digitador_10",2024-06-01
"DSCN9271","Playa Blanca",NA,"6","2024",234.125,5,0,0,0,0,"97","97","4","Digitador_10",2024-06-01
"DSCN9272","Playa Blanca",NA,"6","2024",170.223,4,0,0,0,0,"97","97","5","Digitador_10",2024-06-01
"DSCN9273","Playa Blanca",NA,"6","2024",136.973,5,0,0,1,0,"97","97","6","Digitador_10",2024-06-01
"DSCN9274","Playa Blanca",NA,"6","2024",543.673,12,0,0,2,0,"97","97","7","Digitador_10",2024-06-01
"DSCN4298","Playa Blanca",NA,"5","2023",684.251,5,0,0,0,0,"95","95","1","Digitador_1",2023-05-01
"DSCN4299","Playa Blanca",NA,"5","2023",203.137,3,0,0,0,0,"95","95","2","Digitador_1",2023-05-01
"DSCN4300","Playa Blanca",NA,"5","2023",294.468,3,0,2,1,0,"95","95","3","Digitador_1",2023-05-01
"DSCN4301","Playa Blanca",NA,"5","2023",572.285,4,0,0,0,0,"95","95","4","Digitador_1",2023-05-01
"DSCN4302","Playa Blanca",NA,"5","2023",388.882,2,0,0,0,0,"95","95","5","Digitador_1",2023-05-01
"DSCN4303","Playa Blanca",NA,"5","2023",0,0,0,0,0,0,"95","95","6","Digitador_1",2023-05-01
"DSCN4304","Playa Blanca",NA,"5","2023",637.514,6,0,0,1,0,"95","95","7","Digitador_1",2023-05-01
"DSCN5435","Playa Blanca",NA,"6","2023",785.304,5,0,0,0,0,"95","95","1","Digitador_1",2023-06-01
"DSCN5436","Playa Blanca",NA,"6","2023",247.422,3,0,1,0,0,"95","95","2","Digitador_1",2023-06-01
"DSCN5437","Playa Blanca",NA,"6","2023",305.786,2,0,2,1,1,"95","95","3","Digitador_1",2023-06-01
"DSCN5438","Playa Blanca",NA,"6","2023",423.064,3,0,1,0,1,"95","95","4","Digitador_1",2023-06-01
"DSCN5439","Playa Blanca",NA,"6","2023",497.06,2,0,0,1,0,"95","95","5","Digitador_1",2023-06-01
"DSCN5440","Playa Blanca",NA,"6","2023",0,0,0,0,1,0,"95","95","6","Digitador_1",2023-06-01
"DSCN5441","Playa Blanca",NA,"6","2023",576.596,9,0,0,1,3,"95","95","7","Digitador_1",2023-06-01
"DSCN0060","Playa Blanca","Jicaro","11","2022",904.991,7,0,0,0,0,"90","15","1","Digitador_3",2022-11-01
"DSCN0061","Playa Blanca","Jicaro","11","2022",499.963,2,0,0,1,0,"90","15","2","Digitador_3",2022-11-01
"DSCN0062","Playa Blanca","Jicaro","11","2022",644.306,3,0,0,0,0,"90","15","3","Digitador_3",2022-11-01
"DSCN0063","Playa Blanca","Jicaro","11","2022",0,0,0,0,2,0,"90","15","4","Digitador_3",2022-11-01
"DSCN0064","Playa Blanca","Jicaro","11","2022",850.996,5,0,0,0,0,"90","15","5","Digitador_3",2022-11-01
"DSCN0065","Playa Blanca","Jicaro","11","2022",503.14,3,0,0,1,0,"90","15","6","Digitador_3",2022-11-01
"DSCN0066","Playa Blanca","Jicaro","11","2022",892.33,7,0,0,1,0,"90","15","7","Digitador_3",2022-11-01
"DSCN0076","Playa Blanca","Jicaro","11","2022",993.291,5,0,0,0,0,"101","12","1","Digitador_3",2022-11-01
"DSCN0077","Playa Blanca","Jicaro","11","2022",296.089,2,0,0,0,0,"101","12","2","Digitador_3",2022-11-01
"DSCN0078","Playa Blanca","Jicaro","11","2022",620.085,6,0,0,0,0,"101","12","3","Digitador_3",2022-11-01
"DSCN0079","Playa Blanca","Jicaro","11","2022",416.917,3,0,0,4,0,"101","12","4","Digitador_3",2022-11-01
"DSCN0080","Playa Blanca","Jicaro","11","2022",679.72,4,0,0,1,0,"101","12","5","Digitador_3",2022-11-01
"DSCN0081","Playa Blanca","Jicaro","11","2022",461.874,2,0,0,1,0,"101","12","6","Digitador_3",2022-11-01
"DSCN0082","Playa Blanca","Jicaro","11","2022",1737.2,7,0,0,4,0,"101","12","7","Digitador_3",2022-11-01
