"photo.code","site","origin","month","year","area.cm2","num.frag","mort.","mort.parc","perd","blanq","structure","structure_fixed","face","data_entry_person","date"
"DSCN0699","Playa Blanca","Matapalo","6","2022",385.75,7,0,0,0,0,"8","8","6","Digitador_11",2022-06-01
"DSCN0700","Playa Blanca","Matapalo","6","2022",923.299,11,0,0,0,0,"8","8","7","Digitador_11",2022-06-01
"DSCN0648","Playa Blanca","Matapalo","6","2022",298.329,5,0,0,0,0,"9","9","1","Digitador_11",2022-06-01
"DSCN0649","Playa Blanca","Matapalo","6","2022",464.606,7,0,0,0,0,"9","9","2","Digitador_11",2022-06-01
"DSCN0650","Playa Blanca","Matapalo","6","2022",478.323,7,0,0,0,0,"9","9","3","Digitador_11",2022-06-01
"DSCN0651","Playa Blanca","Matapalo","6","2022",402.252,4,0,0,0,0,"9","9","4","Digitador_11",2022-06-01
"DSCN0652","Playa Blanca","Matapalo","6","2022",241.981,3,0,0,0,0,"9","9","5","Digitador_11",2022-06-01
"DSCN0653","Playa Blanca","Matapalo","6","2022",181.293,6,0,0,0,1,"9","9","6","Digitador_11",2022-06-01
"DSCN0654","Playa Blanca","Matapalo","6","2022",1358.21,14,0,0,0,0,"9","9","7","Digitador_11",2022-06-01
"DSCN0639","Playa Blanca","Matapalo","6","2022",381.182,6,0,0,0,0,"10","10","1","Digitador_11",2022-06-01
"DSCN0640","Playa Blanca","Matapalo","6","2022",322.66,5,0,0,0,0,"10","10","2","Digitador_11",2022-06-01
"DSCN0641","Playa Blanca","Matapalo","6","2022",321.161,5,0,1,0,0,"10","10","3","Digitador_11",2022-06-01
"DSCN0642","Playa Blanca","Matapalo","6","2022",447.241,4,0,0,1,0,"10","10","4","Digitador_11",2022-06-01
"DSCN0644","Playa Blanca","Matapalo","6","2022",338.943,4,0,0,0,0,"10","10","5","Digitador_11",2022-06-01
"DSCN0645","Playa Blanca","Matapalo","6","2022",143.692,2,0,0,1,0,"10","10","6","Digitador_11",2022-06-01
"DSCN0646","Playa Blanca","Matapalo","6","2022",1254.86,13,0,0,0,0,"10","10","7","Digitador_11",2022-06-01
"DSCN1266","Playa Blanca","Matapalo","7","2022",544.889,6,0,1,0,0,"6","6","1","Digitador_11",2022-07-01
"DSCN1267","Playa Blanca","Matapalo","7","2022",453.92,7,0,0,0,2,"6","6","2","Digitador_11",2022-07-01
"DSCN1268","Playa Blanca","Matapalo","7","2022",422.503,6,0,1,0,0,"6","6","3","Digitador_11",2022-07-01
"DSCN1269","Playa Blanca","Matapalo","7","2022",515.466,5,0,0,0,0,"6","6","4","Digitador_11",2022-07-01
"DSCN1270","Playa Blanca","Matapalo","7","2022",583.782,6,0,0,0,0,"6","6","5","Digitador_11",2022-07-01
"DSCN1271","Playa Blanca","Matapalo","7","2022",705.947,6,0,1,0,0,"6","6","6","Digitador_11",2022-07-01
"DSCN1272","Playa Blanca","Matapalo","7","2022",1052.08,11,0,0,0,0,"6","6","7","Digitador_11",2022-07-01
"DSCN1249","Playa Blanca","Matapalo","7","2022",423.137,5,0,0,0,0,"7","7","1","Digitador_11",2022-07-01
"DSCN1250","Playa Blanca","Matapalo","7","2022",556.136,5,0,0,0,0,"7","7","2","Digitador_11",2022-07-01
"DSCN1251","Playa Blanca","Matapalo","7","2022",458.457,4,0,0,0,0,"7","7","3","Digitador_11",2022-07-01
"DSCN1252","Playa Blanca","Matapalo","7","2022",265.823,4,0,0,0,1,"7","7","4","Digitador_11",2022-07-01
"DSCN1253","Playa Blanca","Matapalo","7","2022",416.192,6,0,0,0,0,"7","7","5","Digitador_11",2022-07-01
"DSCN1254","Playa Blanca","Matapalo","7","2022",501.755,4,0,0,0,1,"7","7","6","Digitador_11",2022-07-01
"DSCN1255","Playa Blanca","Matapalo","7","2022",1177.05,11,0,1,0,0,"7","7","7","Digitador_11",2022-07-01
"DSCN1231","Playa Blanca","Matapalo","7","2022",395.25,5,0,0,0,0,"8","8","1","Digitador_11",2022-07-01
"DSCN1232","Playa Blanca","Matapalo","7","2022",405.156,5,0,0,0,0,"8","8","2","Digitador_11",2022-07-01
"DSCN1233","Playa Blanca","Matapalo","7","2022",675.204,7,0,0,0,0,"8","8","3","Digitador_11",2022-07-01
"DSCN1234","Playa Blanca","Matapalo","7","2022",693.797,6,0,0,0,0,"8","8","4","Digitador_11",2022-07-01
"DSCN1235","Playa Blanca","Matapalo","7","2022",601.693,5,0,0,0,0,"8","8","5","Digitador_11",2022-07-01
"DSCN1236","Playa Blanca","Matapalo","7","2022",503.848,6,0,0,0,0,"8","8","6","Digitador_11",2022-07-01
"DSCN1237","Playa Blanca","Matapalo","7","2022",1257.48,13,0,0,0,0,"8","8","7","Digitador_11",2022-07-01
"DSCN1257","Playa Blanca","Matapalo","7","2022",405.305,5,0,1,0,0,"9","9","1","Digitador_11",2022-07-01
"DSCN1259","Playa Blanca","Matapalo","7","2022",438.609,7,0,0,0,0,"9","9","2","Digitador_11",2022-07-01
"DSCN1260","Playa Blanca","Matapalo","7","2022",551.105,7,0,0,0,0,"9","9","3","Digitador_11",2022-07-01
"DSCN1261","Playa Blanca","Matapalo","7","2022",502.763,5,0,0,0,0,"9","9","4","Digitador_11",2022-07-01
"DSCN1262","Playa Blanca","Matapalo","7","2022",273.377,4,0,0,0,0,"9","9","5","Digitador_11",2022-07-01
"DSCN1263","Playa Blanca","Matapalo","7","2022",174.901,6,0,3,0,0,"9","9","6","Digitador_11",2022-07-01
"DSCN1241","Playa Blanca","Matapalo","7","2022",392.192,4,0,0,0,0,"10","10","1","Digitador_11",2022-07-01
"DSCN1242","Playa Blanca","Matapalo","7","2022",299.374,5,0,0,0,0,"10","10","2","Digitador_11",2022-07-01
"DSCN1243","Playa Blanca","Matapalo","7","2022",410.496,4,0,0,0,0,"10","10","3","Digitador_11",2022-07-01
"DSCN1244","Playa Blanca","Matapalo","7","2022",457.083,4,0,0,0,0,"10","10","4","Digitador_11",2022-07-01
"DSCN1245","Playa Blanca","Matapalo","7","2022",375.324,5,0,0,0,0,"10","10","5","Digitador_11",2022-07-01
"DSCN1246","Playa Blanca","Matapalo","7","2022",176.893,2,0,0,1,0,"10","10","6","Digitador_11",2022-07-01
"DSCN1247","Playa Blanca","Matapalo","7","2022",1273.18,13,0,0,0,0,"10","10","7","Digitador_11",2022-07-01
"DSCN8543","Playa Blanca",NA,"8","2022",58.245,4,0,0,0,0,"105","105","1","Digitador_7",2022-08-01
"DSCN8544","Playa Blanca",NA,"8","2022",68.944,4,0,0,0,1,"105","105","2","Digitador_7",2022-08-01
"DSCN8545","Playa Blanca",NA,"8","2022",107.6,5,0,0,0,1,"105","105","3","Digitador_7",2022-08-01
"DSCN8546","Playa Blanca",NA,"8","2022",48.024,5,0,0,0,0,"105","105","4","Digitador_7",2022-08-01
"DSCN8547","Playa Blanca",NA,"8","2022",37.879,5,0,0,0,0,"105","105","5","Digitador_7",2022-08-01
"DSCN8548","Playa Blanca",NA,"8","2022",63.863,4,0,1,0,0,"105","105","6","Digitador_7",2022-08-01
"DSCN8550","Playa Blanca",NA,"8","2022",245.608,8,0,0,0,3,"105","105","7","Digitador_7",2022-08-01
"DSCN8931","Playa Blanca",NA,"9","2022",61.431,4,0,0,0,0,"105","105","1","Digitador_7",2022-09-01
"DSCN8932","Playa Blanca",NA,"9","2022",71.077,3,0,0,0,0,"105","105","2","Digitador_7",2022-09-01
"DSCN8933","Playa Blanca",NA,"9","2022",117.664,5,0,0,0,0,"105","105","3","Digitador_7",2022-09-01
"DSCN8934","Playa Blanca",NA,"9","2022",45.637,3,1,1,0,0,"105","105","4","Digitador_7",2022-09-01
"DSCN8935","Playa Blanca",NA,"9","2022",27.697,3,1,0,0,0,"105","105","5","Digitador_7",2022-09-01
"DSCN8936","Playa Blanca",NA,"9","2022",71.316,4,0,0,0,0,"105","105","6","Digitador_7",2022-09-01
"DSCN8937","Playa Blanca",NA,"9","2022",390.885,7,1,6,0,0,"105","105","7","Digitador_7",2022-09-01
"DSCN9691","Playa Blanca",NA,"10","2022",50.32,3,0,0,0,0,"105","105","1","Digitador_7",2022-10-01
"DSCN9692","Playa Blanca",NA,"10","2022",34.966,3,0,2,0,0,"105","105","2","Digitador_7",2022-10-01
"DSCN9693","Playa Blanca",NA,"10","2022",81.577,4,0,0,0,0,"105","105","3","Digitador_7",2022-10-01
"DSCN9694","Playa Blanca",NA,"10","2022",85.701,5,0,0,0,0,"105","105","4","Digitador_7",2022-10-01
"DSCN9695","Playa Blanca",NA,"10","2022",120.884,5,0,0,0,0,"105","105","5","Digitador_7",2022-10-01
"DSCN9696","Playa Blanca",NA,"10","2022",67.104,2,0,1,0,0,"105","105","6","Digitador_7",2022-10-01
"DSCN9697","Playa Blanca",NA,"10","2022",370.97,8,0,3,0,0,"105","105","7","Digitador_7",2022-10-01
"DSCN9986","Playa Blanca",NA,"11","2022",96.596,3,0,0,0,0,"105","105","1","Digitador_7",2022-11-01
"DSCN9987","Playa Blanca",NA,"11","2022",152.498,4,0,0,0,0,"105","105","2","Digitador_7",2022-11-01
"DSCN9988","Playa Blanca",NA,"11","2022",206.464,5,0,0,0,0,"105","105","3","Digitador_7",2022-11-01
"DSCN9989","Playa Blanca",NA,"11","2022",133.64,5,0,1,0,0,"105","105","4","Digitador_7",2022-11-01
"DSCN9990","Playa Blanca",NA,"11","2022",91.875,4,0,0,0,0,"105","105","5","Digitador_7",2022-11-01
"DSCN9991","Playa Blanca",NA,"11","2022",62.778,3,0,1,0,0,"105","105","6","Digitador_7",2022-11-01
"DSCN9992","Playa Blanca",NA,"11","2022",472.239,7,0,0,0,0,"105","105","7","Digitador_7",2022-11-01
"DSCN0605","Playa Blanca",NA,"12","2022",99.639,4,0,0,0,0,"105","105","1","Digitador_7",2022-12-01
"DSCN0606","Playa Blanca",NA,"12","2022",111.575,4,0,1,0,0,"105","105","2","Digitador_7",2022-12-01
"DSCN0607","Playa Blanca",NA,"12","2022",141.756,5,0,0,0,0,"105","105","3","Digitador_7",2022-12-01
"DSCN0608","Playa Blanca",NA,"12","2022",91.113,5,0,1,0,0,"105","105","4","Digitador_7",2022-12-01
"DSCN0609","Playa Blanca",NA,"12","2022",226.807,5,0,0,0,0,"105","105","5","Digitador_7",2022-12-01
"DSCN0610","Playa Blanca",NA,"12","2022",151.792,4,0,1,0,1,"105","105","6","Digitador_7",2022-12-01
"DSCN0611","Playa Blanca",NA,"12","2022",479.397,7,0,2,0,0,"105","105","7","Digitador_7",2022-12-01
"DSCN8030","Playa Blanca","Matapalo","8","2022",533.078,6,0,0,0,0,"6","6","1","Digitador_11",2022-08-01
"DSCN8031","Playa Blanca","Matapalo","8","2022",729.355,6,0,1,0,0,"6","6","2","Digitador_11",2022-08-01
"DSCN8032","Playa Blanca","Matapalo","8","2022",592.804,6,0,0,0,0,"6","6","3","Digitador_11",2022-08-01
"DSCN8033","Playa Blanca","Matapalo","8","2022",596.155,5,0,0,0,0,"6","6","4","Digitador_11",2022-08-01
"DSCN8034","Playa Blanca","Matapalo","8","2022",357.082,4,0,0,0,0,"6","6","5","Digitador_11",2022-08-01
"DSCN8035","Playa Blanca","Matapalo","8","2022",465.547,7,0,0,0,0,"6","6","6","Digitador_11",2022-08-01
"DSCN8036","Playa Blanca","Matapalo","8","2022",1221.05,11,0,0,0,0,"6","6","7","Digitador_11",2022-08-01
"DSCN8038","Playa Blanca","Matapalo","8","2022",436.105,5,0,0,0,0,"7","7","1","Digitador_11",2022-08-01
"DSCN8040","Playa Blanca","Matapalo","8","2022",400.686,4,0,1,0,0,"7","7","2","Digitador_11",2022-08-01
"DSCN8041","Playa Blanca","Matapalo","8","2022",473.421,6,0,0,0,0,"7","7","3","Digitador_11",2022-08-01
"DSCN8042","Playa Blanca","Matapalo","8","2022",277.816,4,0,0,0,0,"7","7","4","Digitador_11",2022-08-01
"DSCN8043","Playa Blanca","Matapalo","8","2022",506.145,4,0,0,0,0,"7","7","5","Digitador_11",2022-08-01
"DSCN8044","Playa Blanca","Matapalo","8","2022",594.534,7,0,0,0,0,"7","7","6","Digitador_11",2022-08-01
"DSCN8045","Playa Blanca","Matapalo","8","2022",1360.2,11,0,0,0,0,"7","7","7","Digitador_11",2022-08-01
"DSCN8047","Playa Blanca","Matapalo","8","2022",502.601,5,0,0,0,0,"8","8","1","Digitador_11",2022-08-01
"DSCN8048","Playa Blanca","Matapalo","8","2022",486.925,6,0,0,0,0,"8","8","2","Digitador_11",2022-08-01
"DSCN8049","Playa Blanca","Matapalo","8","2022",596.853,5,0,0,0,0,"8","8","3","Digitador_11",2022-08-01
"DSCN8050","Playa Blanca","Matapalo","8","2022",726.925,6,0,0,0,0,"8","8","4","Digitador_11",2022-08-01
"DSCN8051","Playa Blanca","Matapalo","8","2022",522.621,6,0,0,0,0,"8","8","5","Digitador_11",2022-08-01
"DSCN8052","Playa Blanca","Matapalo","8","2022",490.837,6,0,0,0,0,"8","8","6","Digitador_11",2022-08-01
"DSCN8053","Playa Blanca","Matapalo","8","2022",1325.75,13,0,0,0,0,"8","8","7","Digitador_11",2022-08-01
"DSCN8071","Playa Blanca","Matapalo","8","2022",434.187,5,0,0,0,0,"9","9","1","Digitador_11",2022-08-01
"DSCN8072","Playa Blanca","Matapalo","8","2022",194.207,6,0,0,0,0,"9","9","2","Digitador_11",2022-08-01
"DSCN8073","Playa Blanca","Matapalo","8","2022",316.36,4,0,0,0,0,"9","9","3","Digitador_11",2022-08-01
"DSCN8074","Playa Blanca","Matapalo","8","2022",465.624,5,0,0,0,0,"9","9","4","Digitador_11",2022-08-01
"DSCN8075","Playa Blanca","Matapalo","8","2022",658.311,7,0,0,0,0,"9","9","5","Digitador_11",2022-08-01
"DSCN8076","Playa Blanca","Matapalo","8","2022",554.473,7,0,0,0,0,"9","9","6","Digitador_11",2022-08-01
"DSCN8077","Playa Blanca","Matapalo","8","2022",1522.79,14,0,0,0,0,"9","9","7","Digitador_11",2022-08-01
"DSCN8063","Playa Blanca","Matapalo","8","2022",315.661,5,0,0,0,0,"10","10","1","Digitador_11",2022-08-01
"DSCN8064","Playa Blanca","Matapalo","8","2022",419.174,6,0,0,0,0,"10","10","2","Digitador_11",2022-08-01
"DSCN8065","Playa Blanca","Matapalo","8","2022",177.756,2,0,0,2,0,"10","10","3","Digitador_11",2022-08-01
"DSCN8066","Playa Blanca","Matapalo","8","2022",370.376,5,0,0,0,0,"10","10","4","Digitador_11",2022-08-01
"DSCN8067","Playa Blanca","Matapalo","8","2022",434.652,5,0,0,1,0,"10","10","5","Digitador_11",2022-08-01
"DSCN8068","Playa Blanca","Matapalo","8","2022",430.167,5,0,0,0,0,"10","10","6","Digitador_11",2022-08-01
"DSCN8069","Playa Blanca","Matapalo","8","2022",1281.59,13,0,0,2,0,"10","10","7","Digitador_11",2022-08-01
"DSCN9083","Playa Blanca","Matapalo","9","2022",560.705,6,0,0,0,0,"6","6","1","Digitador_11",2022-09-01
"DSCN9084","Playa Blanca","Matapalo","9","2022",662.047,6,0,0,0,0,"6","6","2","Digitador_11",2022-09-01
"DSCN9085","Playa Blanca","Matapalo","9","2022",599.263,6,0,0,0,0,"6","6","3","Digitador_11",2022-09-01
"DSCN9086","Playa Blanca","Matapalo","9","2022",562.137,2,0,0,0,0,"6","6","4","Digitador_11",2022-09-01
"DSCN9087","Playa Blanca","Matapalo","9","2022",385.108,4,0,0,2,0,"6","6","5","Digitador_11",2022-09-01
"DSCN9088","Playa Blanca","Matapalo","9","2022",485.318,7,0,0,0,0,"6","6","6","Digitador_11",2022-09-01
"DSCN9089","Playa Blanca","Matapalo","9","2022",1248.95,11,0,0,0,0,"6","6","7","Digitador_11",2022-09-01
"DSCN9074","Playa Blanca","Matapalo","9","2022",422.134,5,0,0,0,0,"7","7","1","Digitador_11",2022-09-01
"DSCN9075","Playa Blanca","Matapalo","9","2022",403.011,4,0,0,0,0,"7","7","2","Digitador_11",2022-09-01
"DSCN9077","Playa Blanca","Matapalo","9","2022",456.62,6,0,0,0,0,"7","7","3","Digitador_11",2022-09-01
"DSCN9078","Playa Blanca","Matapalo","9","2022",257.448,3,0,0,0,0,"7","7","4","Digitador_11",2022-09-01
"DSCN9079","Playa Blanca","Matapalo","9","2022",340.081,3,0,0,0,0,"7","7","5","Digitador_11",2022-09-01
"DSCN9080","Playa Blanca","Matapalo","9","2022",532.819,5,0,2,0,0,"7","7","6","Digitador_11",2022-09-01
"DSCN9081","Playa Blanca","Matapalo","9","2022",1232.56,11,0,0,0,0,"7","7","7","Digitador_11",2022-09-01
"DSCN9066","Playa Blanca","Matapalo","9","2022",339.788,5,0,0,0,1,"8","8","1","Digitador_11",2022-09-01
"DSCN9067","Playa Blanca","Matapalo","9","2022",542.273,6,0,0,0,1,"8","8","2","Digitador_11",2022-09-01
"DSCN9068","Playa Blanca","Matapalo","9","2022",662.412,3,0,0,0,0,"8","8","3","Digitador_11",2022-09-01
"DSCN9069","Playa Blanca","Matapalo","9","2022",718.222,6,0,0,0,0,"8","8","4","Digitador_11",2022-09-01
"DSCN9070","Playa Blanca","Matapalo","9","2022",445.78,5,0,0,0,0,"8","8","5","Digitador_11",2022-09-01
"DSCN9071","Playa Blanca","Matapalo","9","2022",536.866,5,0,0,0,0,"8","8","6","Digitador_11",2022-09-01
"DSCN9072","Playa Blanca","Matapalo","9","2022",1298.45,14,0,0,0,0,"8","8","7","Digitador_11",2022-09-01
"DSCN9037","Playa Blanca","Matapalo","9","2022",422.162,5,0,2,0,0,"9","9","1","Digitador_11",2022-09-01
"DSCN9038","Playa Blanca","Matapalo","9","2022",223.592,6,0,1,0,0,"9","9","2","Digitador_11",2022-09-01
"DSCN9039","Playa Blanca","Matapalo","9","2022",335.113,3,0,0,1,0,"9","9","3","Digitador_11",2022-09-01
"DSCN9040","Playa Blanca","Matapalo","9","2022",491.515,4,0,0,0,0,"9","9","4","Digitador_11",2022-09-01
"DSCN9041","Playa Blanca","Matapalo","9","2022",689.653,7,0,0,0,0,"9","9","5","Digitador_11",2022-09-01
"DSCN9042","Playa Blanca","Matapalo","9","2022",577.483,6,0,0,0,0,"9","9","6","Digitador_11",2022-09-01
"DSCN9043","Playa Blanca","Matapalo","9","2022",1464.48,15,0,0,1,0,"9","9","7","Digitador_11",2022-09-01
"DSCN9049","Playa Blanca","Matapalo","9","2022",328.821,5,0,0,1,0,"10","10","1","Digitador_11",2022-09-01
"DSCN9050","Playa Blanca","Matapalo","9","2022",402.932,5,0,0,0,0,"10","10","2","Digitador_11",2022-09-01
"DSCN9051","Playa Blanca","Matapalo","9","2022",169.093,2,0,0,2,0,"10","10","3","Digitador_11",2022-09-01
"DSCN9052","Playa Blanca","Matapalo","9","2022",341.604,4,0,0,0,0,"10","10","4","Digitador_11",2022-09-01
"DSCN9053","Playa Blanca","Matapalo","9","2022",433.094,5,0,0,1,0,"10","10","5","Digitador_11",2022-09-01
"DSCN9054","Playa Blanca","Matapalo","9","2022",430.859,5,0,0,0,0,"10","10","6","Digitador_11",2022-09-01
"DSCN9055","Playa Blanca","Matapalo","9","2022",1265.36,13,0,0,2,0,"10","10","7","Digitador_11",2022-09-01
"DSCN9529","Playa Blanca","Matapalo","10","2022",612.261,7,0,1,0,0,"6","6","1","Digitador_11",2022-10-01
"DSCN9530","Playa Blanca","Matapalo","10","2022",468.947,8,0,0,0,0,"6","6","2","Digitador_11",2022-10-01
"DSCN9531","Playa Blanca","Matapalo","10","2022",407.802,5,0,1,0,0,"6","6","3","Digitador_11",2022-10-01
"DSCN9532","Playa Blanca","Matapalo","10","2022",623.992,5,0,1,0,0,"6","6","4","Digitador_11",2022-10-01
"DSCN9533","Playa Blanca","Matapalo","10","2022",785.696,6,0,1,0,0,"6","6","5","Digitador_11",2022-10-01
"DSCN9534","Playa Blanca","Matapalo","10","2022",674.163,7,0,1,0,0,"6","6","6","Digitador_11",2022-10-01
"DSCN9535","Playa Blanca","Matapalo","10","2022",1391.3,10,0,0,0,0,"6","6","7","Digitador_11",2022-10-01
"DSCN9638","Playa Blanca","Matapalo","10","2022",481.606,5,0,0,0,0,"7","7","1","Digitador_11",2022-10-01
"DSCN9640","Playa Blanca","Matapalo","10","2022",582.941,6,0,2,0,0,"7","7","2","Digitador_11",2022-10-01
"DSCN9641","Playa Blanca","Matapalo","10","2022",414.005,3,0,0,1,0,"7","7","3","Digitador_11",2022-10-01
"DSCN9642","Playa Blanca","Matapalo","10","2022",319.021,3,0,0,0,0,"7","7","4","Digitador_11",2022-10-01
"DSCN9643","Playa Blanca","Matapalo","10","2022",476.041,6,0,0,0,0,"7","7","5","Digitador_11",2022-10-01
"DSCN9644","Playa Blanca","Matapalo","10","2022",423.979,3,0,0,0,0,"7","7","6","Digitador_11",2022-10-01
"DSCN9645","Playa Blanca","Matapalo","10","2022",1258.87,9,0,1,0,0,"7","7","7","Digitador_11",2022-10-01
"DSCN9648","Playa Blanca","Matapalo","10","2022",477.05,5,0,0,0,0,"8","8","1","Digitador_11",2022-10-01
"DSCN9649","Playa Blanca","Matapalo","10","2022",469.788,6,0,0,0,0,"8","8","2","Digitador_11",2022-10-01
"DSCN9650","Playa Blanca","Matapalo","10","2022",456.562,5,0,0,0,0,"8","8","3","Digitador_11",2022-10-01
"DSCN9651","Playa Blanca","Matapalo","10","2022",689.904,6,0,0,0,0,"8","8","4","Digitador_11",2022-10-01
"DSCN9652","Playa Blanca","Matapalo","10","2022",615.251,5,0,0,0,0,"8","8","5","Digitador_11",2022-10-01
"DSCN9653","Playa Blanca","Matapalo","10","2022",548.968,6,0,0,0,0,"8","8","6","Digitador_11",2022-10-01
"DSCN9654","Playa Blanca","Matapalo","10","2022",1489.42,13,0,0,1,0,"8","8","7","Digitador_11",2022-10-01
"DSCN9537","Playa Blanca","Matapalo","10","2022",530.887,5,0,1,0,0,"9","9","1","Digitador_11",2022-10-01
"DSCN9538","Playa Blanca","Matapalo","10","2022",619.099,5,0,0,0,0,"9","9","2","Digitador_11",2022-10-01
"DSCN9539","Playa Blanca","Matapalo","10","2022",676.717,7,0,0,0,0,"9","9","3","Digitador_11",2022-10-01
"DSCN9540","Playa Blanca","Matapalo","10","2022",538.265,5,0,0,0,0,"9","9","4","Digitador_11",2022-10-01
"DSCN9541","Playa Blanca","Matapalo","10","2022",287.483,4,0,0,1,0,"9","9","5","Digitador_11",2022-10-01
"DSCN9542","Playa Blanca","Matapalo","10","2022",242.463,6,0,2,0,0,"9","9","6","Digitador_11",2022-10-01
"DSCN9543","Playa Blanca","Matapalo","10","2022",1435.76,13,0,0,0,0,"9","9","7","Digitador_11",2022-10-01
"DSCN9630","Playa Blanca","Matapalo","10","2022",427.358,5,0,0,0,0,"10","10","1","Digitador_11",2022-10-01
"DSCN9631","Playa Blanca","Matapalo","10","2022",532.382,4,0,0,1,0,"10","10","2","Digitador_11",2022-10-01
"DSCN9632","Playa Blanca","Matapalo","10","2022",397.176,4,0,0,0,0,"10","10","3","Digitador_11",2022-10-01
"DSCN9633","Playa Blanca","Matapalo","10","2022",232.504,2,0,0,0,0,"10","10","4","Digitador_11",2022-10-01
"DSCN9634","Playa Blanca","Matapalo","10","2022",433.652,4,0,0,0,0,"10","10","5","Digitador_11",2022-10-01
"DSCN9635","Playa Blanca","Matapalo","10","2022",327.295,5,0,0,1,0,"10","10","6","Digitador_11",2022-10-01
"DSCN9636","Playa Blanca","Matapalo","10","2022",1407.83,13,0,0,2,0,"10","10","7","Digitador_11",2022-10-01
"DSCN0147","Playa Blanca","Matapalo","11","2022",773.701,6,0,0,0,0,"6","6","1","Digitador_11",2022-11-01
"DSCN0148","Playa Blanca","Matapalo","11","2022",705.237,5,0,0,0,0,"6","6","2","Digitador_11",2022-11-01
"DSCN0149","Playa Blanca","Matapalo","11","2022",730.61,6,0,0,0,0,"6","6","3","Digitador_11",2022-11-01
"DSCN0150","Playa Blanca","Matapalo","11","2022",711.969,5,0,0,0,0,"6","6","4","Digitador_11",2022-11-01
"DSCN0151","Playa Blanca","Matapalo","11","2022",541.474,5,0,0,1,0,"6","6","5","Digitador_11",2022-11-01
"DSCN0152","Playa Blanca","Matapalo","11","2022",571.094,7,0,0,0,0,"6","6","6","Digitador_11",2022-11-01
"DSCN0154","Playa Blanca","Matapalo","11","2022",1451.68,11,0,0,0,0,"6","6","7","Digitador_11",2022-11-01
"DSCN0156","Playa Blanca","Matapalo","11","2022",494.323,5,0,0,0,0,"7","7","1","Digitador_11",2022-11-01
"DSCN0158","Playa Blanca","Matapalo","11","2022",451.716,4,0,0,0,0,"7","7","2","Digitador_11",2022-11-01
"DSCN0159","Playa Blanca","Matapalo","11","2022",565.577,5,0,0,1,0,"7","7","3","Digitador_11",2022-11-01
"DSCN0160","Playa Blanca","Matapalo","11","2022",310.019,3,0,0,1,0,"7","7","4","Digitador_11",2022-11-01
"DSCN0161","Playa Blanca","Matapalo","11","2022",402.383,3,0,0,1,0,"7","7","5","Digitador_11",2022-11-01
"DSCN0162","Playa Blanca","Matapalo","11","2022",647.579,4,0,0,0,0,"7","7","6","Digitador_11",2022-11-01
"DSCN0163","Playa Blanca","Matapalo","11","2022",1419.63,11,0,0,0,0,"7","7","7","Digitador_11",2022-11-01
"DSCN0165","Playa Blanca","Matapalo","11","2022",477.758,5,0,0,0,0,"8","8","1","Digitador_11",2022-11-01
"DSCN0166","Playa Blanca","Matapalo","11","2022",565.035,6,0,0,0,0,"8","8","2","Digitador_11",2022-11-01
"DSCN0167","Playa Blanca","Matapalo","11","2022",621.218,6,1,0,0,0,"8","8","3","Digitador_11",2022-11-01
"DSCN0168","Playa Blanca","Matapalo","11","2022",884.536,7,0,0,0,0,"8","8","4","Digitador_11",2022-11-01
"DSCN0169","Playa Blanca","Matapalo","11","2022",500.008,5,0,0,0,0,"8","8","5","Digitador_11",2022-11-01
"DSCN0170","Playa Blanca","Matapalo","11","2022",529.561,6,0,0,0,0,"8","8","6","Digitador_11",2022-11-01
"DSCN0172","Playa Blanca","Matapalo","11","2022",1384.76,13,0,0,0,0,"8","8","7","Digitador_11",2022-11-01
"DSCN0118","Playa Blanca","Matapalo","11","2022",544.181,5,0,0,0,0,"9","9","1","Digitador_11",2022-11-01
"DSCN0119","Playa Blanca","Matapalo","11","2022",301.624,6,0,0,0,0,"9","9","2","Digitador_11",2022-11-01
"DSCN0122","Playa Blanca","Matapalo","11","2022",285.647,3,0,0,0,0,"9","9","3","Digitador_11",2022-11-01
"DSCN0123","Playa Blanca","Matapalo","11","2022",541.245,5,0,0,0,0,"9","9","4","Digitador_11",2022-11-01
"DSCN0124","Playa Blanca","Matapalo","11","2022",674.545,7,0,0,0,0,"9","9","5","Digitador_11",2022-11-01
"DSCN0125","Playa Blanca","Matapalo","11","2022",583.688,7,0,0,0,0,"9","9","6","Digitador_11",2022-11-01
"DSCN0126","Playa Blanca","Matapalo","11","2022",1646.27,12,0,0,0,0,"9","9","7","Digitador_11",2022-11-01
"DSCN0109","Playa Blanca","Matapalo","11","2022",513.841,4,0,0,1,0,"10","10","1","Digitador_11",2022-11-01
"DSCN0110","Playa Blanca","Matapalo","11","2022",435.72,5,0,0,0,0,"10","10","2","Digitador_11",2022-11-01
"DSCN0111","Playa Blanca","Matapalo","11","2022",379.36,4,0,0,2,0,"10","10","3","Digitador_11",2022-11-01
"DSCN0112","Playa Blanca","Matapalo","11","2022",509.301,4,0,0,0,0,"10","10","4","Digitador_11",2022-11-01
"DSCN0113","Playa Blanca","Matapalo","11","2022",197.974,2,0,0,0,0,"10","10","5","Digitador_11",2022-11-01
"DSCN0114","Playa Blanca","Matapalo","11","2022",463.283,5,0,0,0,0,"10","10","6","Digitador_11",2022-11-01
"DSCN0115","Playa Blanca","Matapalo","11","2022",1527.16,13,0,0,0,0,"10","10","7","Digitador_11",2022-11-01
