photo.code,str.code,lado,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,analizador
DSCN8817,119,2,Playa Pelonas,,arana,,,9,2022,23-Sep,133.202,5,0,0,0,0,,Tania
DSCN8819,119,3,Playa Pelonas,,arana,,,9,2022,23-Sep,132.433,7,0,0,0,0,,Tania
DSCN8820,119,4,Playa Pelonas,,arana,,,9,2022,23-Sep,187.184,7,0,0,0,0,,Tania
DSCN8821,119,5,Playa Pelonas,,arana,,,9,2022,23-Sep,168.949,6,0,0,0,0,,Tania
DSCN8822,119,6,Playa Pelonas,,arana,,,9,2022,23-Sep,150.798,7,0,0,0,0,,Tania
DSCN8823,119,7,Playa Pelonas,,arana,,,9,2022,23-Sep,727.874,21,0,0,0,0,,Tania
P5240136,91,1,Playa Pelonas,,arana,,,5,2023,23-May,238.782,3,0,0,0,0,,Tania
P5240137,91,2,Playa Pelonas,,arana,,,5,2023,23-May,148.017,3,0,1,1,0,,Tania
P5240138,91,3,Playa Pelonas,,arana,,,5,2023,23-May,105.844,3,0,1,0,0,,Tania
P5240139,91,4,Playa Pelonas,,arana,,,5,2023,23-May,289.521,6,0,1,0,0,,Tania
P5240140,91,5,Playa Pelonas,,arana,,,5,2023,23-May,253.981,3,0,0,0,0,,Tania
P5240141,91,6,Playa Pelonas,,arana,,,5,2023,23-May,134.171,2,0,0,1,0,,Tania
P5240142,91,7,Playa Pelonas,,arana,,,5,2023,23-May,896.918,11,0,0,0,0,,Tania
P5240094,92,1,Playa Pelonas,,arana,,,5,2023,23-May,740.099,8,0,0,0,0,Repetida con 95,Tania
P5240096,92,2,Playa Pelonas,,arana,,,5,2023,23-May,605.803,6,0,1,0,0,,Tania
P5240097,92,3,Playa Pelonas,,arana,,,5,2023,23-May,597.341,6,0,1,0,0,,Tania
P5240098,92,4,Playa Pelonas,,arana,,,5,2023,23-May,398.184,4,0,0,0,0,,Tania
P5240099,92,5,Playa Pelonas,,arana,,,5,2023,23-May,597.005,6,0,1,0,0,,Tania
P5240100,92,6,Playa Pelonas,,arana,,,5,2023,23-May,515.794,6,0,0,0,0,Repetida con 101,Tania
P5240102,92,7,Playa Pelonas,,arana,,,5,2023,23-May,1148.329,11,0,1,0,0,,Tania
P5240145,93,1,Playa Pelonas,,arana,,,5,2023,23-May,130.026,5,2,0,0,0,Estaban rotulados como 95,Tania
P5240146,93,2,Playa Pelonas,,arana,,,5,2023,23-May,292.155,6,1,0,0,0,Estaban rotulados como 95,Tania
P5240147,93,3,Playa Pelonas,,arana,,,5,2023,23-May,332.376,8,0,1,0,0,Estaban rotulados como 95,Tania
P5240148,93,4,Playa Pelonas,,arana,,,5,2023,23-May,263.332,5,0,0,0,0,Estaban rotulados como 95,Tania
P5240149,93,5,Playa Pelonas,,arana,,,5,2023,23-May,236.742,4,0,1,0,0,Estaban rotulados como 95,Tania
P5240150,93,6,Playa Pelonas,,arana,,,5,2023,23-May,162.919,4,0,1,0,0,Estaban rotulados como 95,Tania
P5240151,93,7,Playa Pelonas,,arana,,,5,2023,23-May,963.926,11,0,0,0,0,Estaban rotulados como 95. Repetida con la 152,Tania
P5240108,94,1,Playa Pelonas,,arana,,,5,2023,23-May,160.933,3,0,0,0,0,,Tania
P5240109,94,2,Playa Pelonas,,arana,,,5,2023,23-May,289.407,6,0,0,0,0,,Tania
P5240110,94,3,Playa Pelonas,,arana,,,5,2023,23-May,147.401,3,0,0,1,0,,Tania
P5240111,94,4,Playa Pelonas,,arana,,,5,2023,23-May,92.481,3,0,0,1,0,,Tania
P5240112,94,5,Playa Pelonas,,arana,,,5,2023,23-May,90.022,4,1,0,0,0,,Tania
P5240113,94,6,Playa Pelonas,,arana,,,5,2023,23-May,79.964,5,0,0,0,0,,Tania
P5240114,94,7,Playa Pelonas,,arana,,,5,2023,23-May,875.898,13,1,0,0,0,Repetido con la 15,Tania
DSCN5141,91,1,Playa Pelonas,,arana,,,6,2023,23-Jun,239.255,3,0,0,0,0,,Tania
DSCN5142,91,2,Playa Pelonas,,arana,,,6,2023,23-Jun,186.178,4,0,0,0,0,,Tania
DSCN5143,91,3,Playa Pelonas,,arana,,,6,2023,23-Jun,291.131,4,0,0,0,0,,Tania
DSCN5144,91,4,Playa Pelonas,,arana,,,6,2023,23-Jun,222.026,4,0,0,0,0,,Tania
DSCN5145,91,5,Playa Pelonas,,arana,,,6,2023,23-Jun,247.92,4,0,0,0,0,,Tania
DSCN5146,91,6,Playa Pelonas,,arana,,,6,2023,23-Jun,186.649,2,0,0,1,0,,Tania
DSCN5148,91,7,Playa Pelonas,,arana,,,6,2023,23-Jun,1354.902,11,0,0,0,0,,Tania
DSCN5177,92,1,Playa Pelonas,,arana,,,6,2023,23-Jun,901.852,8,0,0,0,0,,Tania
DSCN5178,92,2,Playa Pelonas,,arana,,,6,2023,23-Jun,365.046,3,0,0,0,0,,Tania
DSCN5180,92,3,Playa Pelonas,,arana,,,6,2023,23-Jun,503.793,5,0,0,1,0,,Tania
DSCN5182,92,4,Playa Pelonas,,arana,,,6,2023,23-Jun,316.545,4,0,0,0,1,,Tania
DSCN5183,92,5,Playa Pelonas,,arana,,,6,2023,23-Jun,712.671,5,0,1,0,0,,Tania
DSCN5185,92,6,Playa Pelonas,,arana,,,6,2023,23-Jun,512.238,4,0,0,0,0,,Tania
DSCN5188,92,7,Playa Pelonas,,arana,,,6,2023,23-Jun,1287.33,9,0,0,1,0,,Tania
DSCN5151,93,1,Playa Pelonas,,arana,,,6,2023,23-Jun,252.218,5,2,0,0,0,,Tania
DSCN5152,93,2,Playa Pelonas,,arana,,,6,2023,23-Jun,288.763,6,0,0,0,0,,Tania
DSCN5153,93,3,Playa Pelonas,,arana,,,6,2023,23-Jun,211.525,6,0,0,0,0,,Tania
DSCN5154,93,4,Playa Pelonas,,arana,,,6,2023,23-Jun,324.875,6,0,0,0,0,,Tania
DSCN5156,93,5,Playa Pelonas,,arana,,,6,2023,23-Jun,251.019,2,0,0,0,0,,Tania
DSCN5157,93,6,Playa Pelonas,,arana,,,6,2023,23-Jun,240.684,3,0,0,0,0,,Tania
DSCN5159,93,7,Playa Pelonas,,arana,,,6,2023,23-Jun,1099.739,8,0,0,1,0,,Tania
DSCN5190,94,1,Playa Pelonas,,arana,,,6,2023,23-Jun,124.246,2,0,0,0,0,,Tania
DSCN5191,94,2,Playa Pelonas,,arana,,,6,2023,23-Jun,257.57,5,0,0,0,0,,Tania
DSCN5192,94,3,Playa Pelonas,,arana,,,6,2023,23-Jun,149.994,2,0,0,0,0,,Tania
DSCN5193,94,4,Playa Pelonas,,arana,,,6,2023,23-Jun,120.363,3,0,1,0,0,,Tania
DSCN5194,94,5,Playa Pelonas,,arana,,,6,2023,23-Jun,67.93,2,1,0,0,0,,Tania
DSCN5195,94,6,Playa Pelonas,,arana,,,6,2023,23-Jun,101.191,5,0,0,0,0,,Tania
DSCN5197,94,7,Playa Pelonas,,arana,,,6,2023,23-Jun,562.463,11,0,0,0,0,,Tania
DSCN8389,91,1,Playa Pelonas,,arana,,,7,2023,23-Jul,276.875,3,0,0,0,0,,Tania
DSCN8390,91,2,Playa Pelonas,,arana,,,7,2023,23-Jul,209.406,5,0,0,1,0,,Tania
DSCN8391,91,3,Playa Pelonas,,arana,,,7,2023,23-Jul,200.224,3,0,0,0,0,,Tania
DSCN8392,91,4,Playa Pelonas,,arana,,,7,2023,23-Jul,372.607,5,0,0,0,0,,Tania
DSCN8393,91,5,Playa Pelonas,,arana,,,7,2023,23-Jul,291.495,3,0,0,0,0,,Tania
DSCN8394,91,6,Playa Pelonas,,arana,,,7,2023,23-Jul,164.464,2,1,0,0,0,,Tania
DSCN8395,91,7,Playa Pelonas,,arana,,,7,2023,23-Jul,1496.308,10,0,0,0,0,,Tania
DSCN8408,92,1,Playa Pelonas,,arana,,,7,2023,23-Jul,714.255,7,0,0,0,0,,Tania
DSCN8409,92,2,Playa Pelonas,,arana,,,7,2023,23-Jul,657.437,7,0,0,0,0,,Tania
DSCN8410,92,3,Playa Pelonas,,arana,,,7,2023,23-Jul,566.486,5,0,1,1,0,,Tania
DSCN8411,92,4,Playa Pelonas,,arana,,,7,2023,23-Jul,355.689,4,0,0,0,1,,Tania
DSCN8412,92,5,Playa Pelonas,,arana,,,7,2023,23-Jul,782.447,7,0,0,0,0,,Tania
DSCN8413,92,6,Playa Pelonas,,arana,,,7,2023,23-Jul,727.354,9,0,0,0,0,,Tania
DSCN8414,92,7,Playa Pelonas,,arana,,,7,2023,23-Jul,1559.853,10,0,0,0,3,,Tania
DSCN8381,93,1,Playa Pelonas,,arana,,,7,2023,23-Jul,286.992,4,0,0,0,0,,Tania
DSCN8382,93,2,Playa Pelonas,,arana,,,7,2023,23-Jul,480.134,7,0,0,0,0,,Tania
DSCN8383,93,3,Playa Pelonas,,arana,,,7,2023,23-Jul,396.16,7,0,0,0,0,,Tania
DSCN8384,93,4,Playa Pelonas,,arana,,,7,2023,23-Jul,301.741,4,0,0,0,0,,Tania
DSCN8385,93,5,Playa Pelonas,,arana,,,7,2023,23-Jul,419.505,3,0,0,0,0,,Tania
DSCN8386,93,6,Playa Pelonas,,arana,,,7,2023,23-Jul,237.945,2,0,0,0,0,,Tania
DSCN8387,93,7,Playa Pelonas,,arana,,,7,2023,23-Jul,1177.86,11,0,0,1,0,,Tania
DSCN8416,94,1,Playa Pelonas,,arana,,,7,2023,23-Jul,167.105,3,0,0,0,0,,Tania
DSCN8417,94,2,Playa Pelonas,,arana,,,7,2023,23-Jul,287.584,5,0,0,0,0,,Tania
DSCN8418,94,3,Playa Pelonas,,arana,,,7,2023,23-Jul,205.511,3,0,0,0,0,,Tania
DSCN8419,94,4,Playa Pelonas,,arana,,,7,2023,23-Jul,98.779,2,0,1,0,0,,Tania
DSCN8420,94,5,Playa Pelonas,,arana,,,7,2023,23-Jul,115.56,4,0,1,0,0,,Tania
DSCN8421,94,6,Playa Pelonas,,arana,,,7,2023,23-Jul,145.245,6,1,0,0,0,,Tania
DSCN8422,94,7,Playa Pelonas,,arana,,,7,2023,23-Jul,480.57,9,0,0,0,0,,Tania
DSCN9388,91,1,Playa Pelonas,,arana,,,8,2023,ago-23,330.427,5,0,0,0,0,,Tania
DSCN9389,91,2,Playa Pelonas,,arana,,,8,2023,ago-23,150.747,3,0,1,0,0,,Tania
DSCN9390,91,3,Playa Pelonas,,arana,,,8,2023,ago-23,270.19,3,1,1,0,0,,Tania
DSCN9391,91,4,Playa Pelonas,,arana,,,8,2023,ago-23,318.526,7,0,0,0,0,,Tania
DSCN9392,91,5,Playa Pelonas,,arana,,,8,2023,ago-23,394.597,4,0,0,0,0,,Tania
DSCN9393,91,6,Playa Pelonas,,arana,,,8,2023,ago-23,224.018,3,0,0,1,0,,Tania
DSCN9394,91,7,Playa Pelonas,,arana,,,8,2023,ago-23,1220.335,4,0,0,1,0,,Tania
DSCN9404,92,1,Playa Pelonas,,arana,,,8,2023,ago-23,589.645,7,0,0,0,0,,Tania
DSCN9405,92,2,Playa Pelonas,,arana,,,8,2023,ago-23,411.924,4,0,0,0,0,,Tania
DSCN9406,92,3,Playa Pelonas,,arana,,,8,2023,ago-23,796.492,8,0,1,0,0,,Tania
DSCN9407,92,4,Playa Pelonas,,arana,,,8,2023,ago-23,547.154,7,0,0,0,1,,Tania
DSCN9408,92,5,Playa Pelonas,,arana,,,8,2023,ago-23,662.61,7,0,0,0,0,,Tania
DSCN9409,92,6,Playa Pelonas,,arana,,,8,2023,ago-23,457.726,7,0,1,0,0,,Tania
DSCN9410,92,7,Playa Pelonas,,arana,,,8,2023,ago-23,1770.426,12,0,0,0,2,revisar la cantidad de fragmentos,Tania
DSCN9380,93,1,Playa Pelonas,,arana,,,8,2023,ago-23,431.625,8,0,1,0,0,,Tania
DSCN9381,93,2,Playa Pelonas,,arana,,,8,2023,ago-23,345.261,7,0,0,0,0,,Tania
DSCN9382,93,3,Playa Pelonas,,arana,,,8,2023,ago-23,420.35,7,0,0,0,0,,Tania
DSCN9383,93,4,Playa Pelonas,,arana,,,8,2023,ago-23,372.567,4,0,0,0,0,,Tania
DSCN9384,93,5,Playa Pelonas,,arana,,,8,2023,ago-23,502.432,4,0,0,0,0,,Tania
DSCN9385,93,6,Playa Pelonas,,arana,,,8,2023,ago-23,273.646,3,0,1,0,0,,Tania
DSCN9386,93,7,Playa Pelonas,,arana,,,8,2023,ago-23,1113.863,15,0,0,1,0,,Tania
DSCN9412,94,1,Playa Pelonas,,arana,,,8,2023,ago-23,156.982,3,0,0,0,0,,Tania
DSCN9413,94,2,Playa Pelonas,,arana,,,8,2023,ago-23,381.153,7,0,0,0,0,,Tania
DSCN9414,94,3,Playa Pelonas,,arana,,,8,2023,ago-23,140.431,2,0,0,0,0,,Tania
DSCN9415,94,4,Playa Pelonas,,arana,,,8,2023,ago-23,205.942,3,0,1,0,0,,Tania
DSCN9416,94,5,Playa Pelonas,,arana,,,8,2023,ago-23,77.031,2,1,0,0,0,,Tania
DSCN9417,94,6,Playa Pelonas,,arana,,,8,2023,ago-23,124.733,5,0,0,0,0,,Tania
DSCN9418,94,7,Playa Pelonas,,arana,,,8,2023,ago-23,676.32,11,0,0,0,0,,Tania
P9235275,91,1,Playa Pelonas,,arana,,,9,2023,set-23,368.959,6,0,0,0,0,,Tania
P9235276,91,2,Playa Pelonas,,arana,,,9,2023,set-23,369.289,5,0,0,1,0,,Tania
P9235277,91,3,Playa Pelonas,,arana,,,9,2023,set-23,607.001,7,0,0,0,1,,Tania
P9235278,91,4,Playa Pelonas,,arana,,,9,2023,set-23,437.563,7,0,0,1,1,,Tania
P9235279,91,5,Playa Pelonas,,arana,,,9,2023,set-23,156.141,3,0,0,0,0,,Tania
P9235280,91,6,Playa Pelonas,,arana,,,9,2023,set-23,256.806,2,0,0,2,0,,Tania
P9235282,91,7,Playa Pelonas,,arana,,,9,2023,set-23,1380.999,10,1,0,0,0,,Tania
P9235291,92,1,Playa Pelonas,,arana,,,9,2023,set-23,590.705,8,0,0,0,0,,Tania
P9235292,92,2,Playa Pelonas,,arana,,,9,2023,set-23,1051.294,5,0,0,0,0,,Tania
P9235293,92,3,Playa Pelonas,,arana,,,9,2023,set-23,813.697,6,0,0,0,0,,Tania
P9235294,92,4,Playa Pelonas,,arana,,,9,2023,set-23,568.473,4,0,0,0,1,,Tania
P9235295,92,5,Playa Pelonas,,arana,,,9,2023,set-23,557.817,5,0,0,0,0,,Tania
P9235296,92,6,Playa Pelonas,,arana,,,9,2023,set-23,707.298,4,0,0,0,0,No estoy segura del número de fragmentos,Tania
P9235298,92,7,Playa Pelonas,,arana,,,9,2023,set-23,1833.838,10,0,0,0,0,,Tania
P9235267,93,1,Playa Pelonas,,arana,,,9,2023,set-23,345.045,7,1,1,0,0,,Tania
P9235268,93,2,Playa Pelonas,,arana,,,9,2023,set-23,640.762,8,0,0,0,0,,Tania
P9235269,93,3,Playa Pelonas,,arana,,,9,2023,set-23,415.65,8,0,0,0,0,,Tania
P9235270,93,4,Playa Pelonas,,arana,,,9,2023,set-23,647.993,5,0,0,0,0,,Tania
P9235271,93,5,Playa Pelonas,,arana,,,9,2023,set-23,498.011,3,0,0,0,0,,Tania
P9235272,93,6,Playa Pelonas,,arana,,,9,2023,set-23,264.976,3,0,1,0,0,,Tania
P9235273,93,7,Playa Pelonas,,arana,,,9,2023,set-23,1246.468,15,0,1,1,0,,Tania
P9235310,94,1,Playa Pelonas,,arana,,,9,2023,set-23,169.976,3,0,0,1,0,,Tania
P9235311,94,2,Playa Pelonas,,arana,,,9,2023,set-23,435.564,7,0,0,0,0,,Tania
P9235312,94,3,Playa Pelonas,,arana,,,9,2023,set-23,253.296,3,0,0,0,0,,Tania
P9235313,94,4,Playa Pelonas,,arana,,,9,2023,set-23,213.04,3,0,0,0,0,,Tania
P9235314,94,5,Playa Pelonas,,arana,,,9,2023,set-23,103.383,4,1,0,0,0,,Tania
P9235315,94,6,Playa Pelonas,,arana,,,9,2023,set-23,131.108,4,0,0,1,0,,Tania
P9235316,94,7,Playa Pelonas,,arana,,,9,2023,set-23,889.818,10,0,0,0,0,,Tania
PA200208,91,1,Playa Pelonas,,arana,,,10,2023,24-Oct,365.422,4,0,0,1,0,,Tania
PA200209,91,2,Playa Pelonas,,arana,,,10,2023,24-Oct,293.536,4,0,0,1,0,,Tania
PA200210,91,3,Playa Pelonas,,arana,,,10,2023,24-Oct,307.542,7,5,0,0,0,,Tania
PA200211,91,4,Playa Pelonas,,arana,,,10,2023,24-Oct,263.022,8,2,0,0,2,,Tania
PA200212,91,5,Playa Pelonas,,arana,,,10,2023,24-Oct,307.923,7,1,0,0,0,,Tania
PA200213,91,6,Playa Pelonas,,arana,,,10,2023,24-Oct,237.298,4,0,0,2,0,,Tania
PA200214,91,7,Playa Pelonas,,arana,,,10,2023,24-Oct,608.487,9,4,0,0,2,,Tania
PA200228,92,1,Playa Pelonas,,arana,,,10,2023,24-Oct,1120.414,10,1,0,0,1,,Tania
PA200229,92,2,Playa Pelonas,,arana,,,10,2023,24-Oct,1033.863,10,0,0,0,2,,Tania
PA200230,92,3,Playa Pelonas,,arana,,,10,2023,24-Oct,770.38,7,0,0,0,0,,Tania
PA200231,92,4,Playa Pelonas,,arana,,,10,2023,24-Oct,1462.949,9,0,0,0,0,,Tania
PA200232,92,5,Playa Pelonas,,arana,,,10,2023,24-Oct,855.371,7,0,0,0,2,,Tania
PA200233,92,6,Playa Pelonas,,arana,,,10,2023,24-Oct,1096.649,9,0,0,0,0,,Tania
PA200234,92,7,Playa Pelonas,,arana,,,10,2023,24-Oct,1522.747,18,1,0,0,1,,Tania
PA200216,93,1,Playa Pelonas,,arana,,,10,2023,24-Oct,277.918,5,0,1,0,1,,Tania
PA200217,93,2,Playa Pelonas,,arana,,,10,2023,24-Oct,412.352,7,0,1,0,2,,Tania
PA200218,93,3,Playa Pelonas,,arana,,,10,2023,24-Oct,265.772,9,0,0,0,1,,Tania
PA200219,93,4,Playa Pelonas,,arana,,,10,2023,24-Oct,481.225,7,1,0,0,0,,Tania
PA200220,93,5,Playa Pelonas,,arana,,,10,2023,24-Oct,367.525,7,1,0,0,0,,Tania
PA200221,93,6,Playa Pelonas,,arana,,,10,2023,24-Oct,260.402,4,0,1,0,1,,Tania
PA200222,93,7,Playa Pelonas,,arana,,,10,2023,24-Oct,1178.936,13,1,0,0,1,,Tania
NA,94,1,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,2,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,3,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,4,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,5,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,6,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,7,Playa Pelonas,,arana,,,10,2023,24-Oct,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
DSCN1736,91,1,Playa Pelonas,,arana,,,11,2023,24-Nov,299.67,4,0,0,0,0,,Tania
DSCN1737,91,2,Playa Pelonas,,arana,,,11,2023,24-Nov,167.74,3,0,0,0,0,,Tania
DSCN1738,91,3,Playa Pelonas,,arana,,,11,2023,24-Nov,292.006,5,3,0,0,0,,Tania
DSCN1739,91,4,Playa Pelonas,,arana,,,11,2023,24-Nov,345.162,5,1,0,0,2,,Tania
DSCN1740,91,5,Playa Pelonas,,arana,,,11,2023,24-Nov,355.621,7,2,0,0,0,,Tania
DSCN1741,91,6,Playa Pelonas,,arana,,,11,2023,24-Nov,248.569,3,0,0,0,0,,Tania
DSCN1742,91,7,Playa Pelonas,,arana,,,11,2023,24-Nov,313.957,5,0,2,1,1,,Tania
DSCN1720,92,1,Playa Pelonas,,arana,,,11,2023,24-Nov,862.679,9,1,1,0,1,,Tania
DSCN1721,92,2,Playa Pelonas,,arana,,,11,2023,24-Nov,504.748,6,0,0,0,3,,Tania
DSCN1722,92,3,Playa Pelonas,,arana,,,11,2023,24-Nov,726.423,6,0,1,0,0,,Tania
DSCN1723,92,4,Playa Pelonas,,arana,,,11,2023,24-Nov,670.311,8,0,2,0,2,,Tania
DSCN1724,92,5,Playa Pelonas,,arana,,,11,2023,24-Nov,621.418,6,0,0,0,2,,Tania
DSCN1725,92,6,Playa Pelonas,,arana,,,11,2023,24-Nov,429.097,8,0,0,0,0,,Tania
DSCN1726,92,7,Playa Pelonas,,arana,,,11,2023,24-Nov,1688.146,16,2,0,0,9,,Tania
DSCN1744,93,1,Playa Pelonas,,arana,,,11,2023,24-Nov,194.342,5,1,0,0,2,,Tania
DSCN1745,93,2,Playa Pelonas,,arana,,,11,2023,24-Nov,347.213,6,0,1,0,4,,Tania
DSCN1746,93,3,Playa Pelonas,,arana,,,11,2023,24-Nov,304.672,6,0,0,1,0,,Tania
DSCN1747,93,4,Playa Pelonas,,arana,,,11,2023,24-Nov,369.816,6,1,0,0,3,,Tania
DSCN1748,93,5,Playa Pelonas,,arana,,,11,2023,24-Nov,552.483,6,1,0,0,1,,Tania
DSCN1749,93,6,Playa Pelonas,,arana,,,11,2023,24-Nov,270.265,3,1,0,0,1,,Tania
DSCN1750,93,7,Playa Pelonas,,arana,,,11,2023,24-Nov,1244.461,15,2,1,0,4,,Tania
NA,94,1,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,2,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,3,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,4,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,5,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,6,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
NA,94,7,Playa Pelonas,,arana,,,11,2023,24-Nov,NA,NA,NA,NA,NA,NA,No hay carpeta,Tania
DSCN8439,117,1,Playa Pelonas,,arana,,,1,2024,ene-24,709.9,10,1,1,1,0,,Emma
DSCN8440,117,2,Playa Pelonas,,arana,,,1,2024,ene-24,487.82,12,1,1,1,0,,Emma
DSCN8441,117,3,Playa Pelonas,,arana,,,1,2024,ene-24,371.42,7,0,1,0,0,,Emma
DSCN8442,117,4,Playa Pelonas,,arana,,,1,2024,ene-24,1043.6,13,0,1,0,0,,Emma
DSCN8443,117,5,Playa Pelonas,,arana,,,1,2024,ene-24,657.61,10,1,1,0,0,,Emma
DSCN8444,117,6,Playa Pelonas,,arana,,,1,2024,ene-24,753.22,9,0,1,0,0,,Emma
DSCN8445,117,7,Playa Pelonas,,arana,,,1,2024,ene-24,2223.3,29,0,1,0,0,,Emma
DSCN8420,119,1,Playa Pelonas,,arana,,,1,2024,ene-24,566.26,7,0,1,0,0,,Emma
DSCN8421,119,2,Playa Pelonas,,arana,,,1,2024,ene-24,508.25,8,1,0,0,0,,Emma
DSCN8422,119,3,Playa Pelonas,,arana,,,1,2024,ene-24,624.96,8,1,0,0,0,,Emma
DSCN8423,119,4,Playa Pelonas,,arana,,,1,2024,ene-24,829.98,6,0,1,0,0,,Emma
DSCN8424,119,5,Playa Pelonas,,arana,,,1,2024,ene-24,479.14,8,2,1,0,0,,Emma
DSCN8425,119,6,Playa Pelonas,,arana,,,1,2024,ene-24,623.87,10,0,1,0,0,,Emma
DSCN8426,119,7,Playa Pelonas,,arana,,,1,2024,ene-24,1824.01,24,1,1,0,0,,Emma
DSCN1704,117,1,Playa Pelonas,,arana,,,11,2023,24-Nov,1759.54,12,0,1,0,0,,Emma
DSCN1705,117,2,Playa Pelonas,,arana,,,11,2023,24-Nov,625.14,12,2,0,1,1,,Emma
DSCN1706,117,3,Playa Pelonas,,arana,,,11,2023,24-Nov,412.74,7,0,1,1,1,,Emma
DSCN1707,117,4,Playa Pelonas,,arana,,,11,2023,24-Nov,869.54,14,2,3,0,1,,Emma
DSCN1708,117,5,Playa Pelonas,,arana,,,11,2023,24-Nov,698.54,11,0,3,0,1,,Emma
DSCN1709,117,6,Playa Pelonas,,arana,,,11,2023,24-Nov,713.71,10,0,3,1,3,,Emma
DSCN1710,117,7,Playa Pelonas,,arana,,,11,2023,24-Nov,1903.86,29,1,2,0,5,,Emma
DSCN1728,119,1,Playa Pelonas,,arana,,,11,2023,24-Nov,477.21,7,0,0,0,4,,Emma
DSCN1729,119,2,Playa Pelonas,,arana,,,11,2023,24-Nov,439.27,8,1,0,0,4,,Emma
DSCN1730,119,3,Playa Pelonas,,arana,,,11,2023,24-Nov,623.15,8,0,0,0,3,,Emma
DSCN1731,119,4,Playa Pelonas,,arana,,,11,2023,24-Nov,790.22,6,0,0,0,1,,Emma
DSCN1732,119,5,Playa Pelonas,,arana,,,11,2023,24-Nov,443.01,8,1,1,0,2,,Emma
DSCN1733,119,6,Playa Pelonas,,arana,,,11,2023,24-Nov,547.62,8,0,0,0,3,,Emma
DSCN1734,119,7,Playa Pelonas,,arana,,,11,2023,24-Nov,2188.22,25,0,1,0,6,,Emma
PA200243,117,1,Playa Pelonas,,arana,,,10,2023,24-Oct,1644.36,12,0,1,0,3,,Emma
PA200244,117,2,Playa Pelonas,,arana,,,10,2023,24-Oct,509.39,12,1,2,1,1,,Emma
PA200245,117,3,Playa Pelonas,,arana,,,10,2023,24-Oct,470.63,7,0,0,1,0,,Emma
PA200246,117,4,Playa Pelonas,,arana,,,10,2023,24-Oct,1165.77,14,0,3,0,2,,Emma
PA200247,117,5,Playa Pelonas,,arana,,,10,2023,24-Oct,637.32,11,0,2,0,1,,Emma
PA200248,117,6,Playa Pelonas,,arana,,,10,2023,24-Oct,661.87,10,0,0,0,0,,Emma
PA200249,117,7,Playa Pelonas,,arana,,,10,2023,24-Oct,1800.42,30,0,1,0,5,,Emma
PA200259,119,1,Playa Pelonas,,arana,,,10,2023,24-Oct,615.99,7,0,0,0,3,,Emma
PA200260,119,2,Playa Pelonas,,arana,,,10,2023,24-Oct,525.46,8,0,1,0,1,,Emma
PA200261,119,3,Playa Pelonas,,arana,,,10,2023,24-Oct,691.5,8,0,1,0,0,,Emma
PA200262,119,4,Playa Pelonas,,arana,,,10,2023,24-Oct,649.53,7,0,0,0,1,,Emma
PA200263,119,5,Playa Pelonas,,arana,,,10,2023,24-Oct,525.18,8,1,1,0,0,,Emma
PA200264,119,6,Playa Pelonas,,arana,,,10,2023,24-Oct,630.67,8,0,0,0,2,,Emma
PA200265,119,7,Playa Pelonas,,arana,,,10,2023,24-Oct,1660.14,25,0,1,0,3,,Emma
P9235283,119,1,Playa Pelonas,,arana,,,9,2023,24-Sep,520.64,7,0,0,0,0,,Emma
P9235284,119,2,Playa Pelonas,,arana,,,9,2023,24-Sep,569.95,8,0,0,0,0,,Emma
P9235285,119,3,Playa Pelonas,,arana,,,9,2023,24-Sep,655.31,8,0,1,0,0,,Emma
P9235286,119,4,Playa Pelonas,,arana,,,9,2023,24-Sep,717.68,7,0,0,0,0,,Emma
P9235287,119,5,Playa Pelonas,,arana,,,9,2023,24-Sep,560.31,8,1,1,0,0,,Emma
P9235288,119,6,Playa Pelonas,,arana,,,9,2023,24-Sep,553.66,8,0,0,0,0,,Emma
